term,sumsq,meansq,NumDF,DenDF,F value,p.value,p.adj (BH),signif.
foot_syls,62.454,20.818,3,7.021,0.647,0.609,0.662,
gender,124.174,124.174,1,6.463,3.858,0.094,0.171,
