intercept,estimate,conf.low,conf.high,std.error,t.value,df,p.value,p.adj (BH),signif.
foot_syls1,1.59,0.775819662115248,2.4023568316270856,0.33,4.76,6.09,0.003,0.004,p<.01
foot_syls2,1.79,0.8784605106397356,2.694928247235172,0.4,4.44,9.15,0.002,0.003,p<.01
foot_syls3,2.27,1.2102306336449071,3.324346959667599,0.45,5.04,7.22,0.001,0.001,p<.01
foot_syls4,3.27,2.0758437442504105,4.473849652831598,0.52,6.27,8.23,2.1e-04,3.3e-04,p<.001
