term,sumsq,meansq,NumDF,DenDF,F value,p.value,p.adj (BH),signif.
wrd_end_syl,0.197,0.099,2,18.005,0.658,0.53,0.624,
gender,3.224,3.224,1,9.47,21.511,0.001,0.004,p<.01
