intercept,slope,estimate,conf.low,conf.high,std.error,t.value,df,p.value,p.adj (BH),signif.
acc_phonL*H,acc_phon>H*,0.39,-0.28045619160048474,1.067290764034444,0.34,1.15,169.3,0.251,0.426,
acc_phonL*H,acc_phonH*,0.09,-0.47184989006701367,0.6567804081383392,0.29,0.32,215.6,0.747,0.837,
acc_phon>H*,acc_phonH*,-0.3,-1.075433044441193,0.47352699597139297,0.39,-0.77,221.93,0.445,0.604,
wrd_end_syl1,wrd_end_syl2,0.03,-1.0449598861165537,1.1119895893287148,0.48,0.07,10.13,0.946,0.979,
wrd_end_syl1,wrd_end_syl3,0.89,-0.6568077240204337,2.4435723366911306,0.69,1.29,9.79,0.227,0.4,
wrd_end_syl2,wrd_end_syl3,0.86,-0.1658749714715656,1.8856077585884403,0.47,1.85,10.93,0.092,0.205,
intercept,genderM,1.085,0.42837103193212167,1.7408070068309738,0.292,3.711,9.47,0.004,0.017,p<.05
