term,sumsq,meansq,NumDF,DenDF,F value,p.value,p.adj (BH),signif.
foot_syls,278.317,92.772,3,766.629,41.231,1.0e-24,6.7e-24,_p_ < .05
pre_syls,40.357,13.452,3,607.563,5.979,5.1e-04,0.001,_p_ < .05
fin_phon,8.105,8.105,1,772.26,3.602,0.058,0.086,
nuc_new_word,9.929,9.929,1,667.709,4.413,0.036,0.055,
gender,0.062,0.062,1,8.988,0.027,0.872,0.894,
