term,sumsq,meansq,NumDF,DenDF,F value,p.value,p.adj (BH),signif.
e_t,2131652.061,2131652.061,1,33.403,6971.623,2.3e-40,2.3e-39,_p_ < .05
fin_phon,36363.821,36363.821,1,767.189,118.929,7.6e-26,6.1e-25,_p_ < .05
