term,sumsq,meansq,NumDF,DenDF,F value,p.value,p.adj (BH),signif.
foot_syls,243387.816,81129.272,3,9.716,101.009,1.3e-07,3.7e-07,_p_ < .05
fin_phon,38217.521,38217.521,1,730.69,47.582,1.1e-11,4.0e-11,_p_ < .05
