term,sumsq,meansq,NumDF,DenDF,F value,p.value,p.adj (BH),signif.
foot_syls,9.426,3.142,3,16.451,55.604,7.9e-09,2.4e-08,_p_ < .05
fin_phon,0.263,0.263,1,721.697,4.652,0.031,0.05,_p_ < .05
