term,sumsq,meansq,NumDF,DenDF,F value,p.value,p.adj (BH),signif.
mode,24.761,8.254,3,12.149,7.832,0.004,0.005,p<0.01
h_start,2.265,2.265,1,569.92,2.149,0.143,0.15,
