code,speaker,gender,stim,rep,sent,metre_ID,stim_metre,tot_syls,ana_syls,tot_feet,cur_foot,foot_syls,wrd_end_syl,acc_phon,phr_phon,init_phon,fin_phon,v_text,phr_end_t,ana_end_t,foot_start_t,foot_end_t,stress_end_t,wrd_fin_syl_start_t,wrd_end_t,v_onset_t,v_offset_t,s_t,e_t,l_t,h_t,l_syl_start_t,l_syl_end_t,h_syl_start_t,h_syl_end_t,v_grand_mean_t,l_grand_mean_t,h_grand_mean_t,s_grand_mean_t,e_grand_mean_t,v_syl,l_syl,h_syl,s_f0,e_f0,v_onset_f0,l_f0,h_f0,slope_st,utt_mean_f0,utt_med_f0,f0_mean,f0_SD,location
M5_MYN2_2,M5,M,MYN2,2,Do you LIVE in the VALLey,232,MYN2_232,7,2,2,1,3,1,>H*,% >H* ^L*H %,%,%,V1,731,79,79,368,230,79,230,117,167,2,703,140,234,79,230,230,318,194,222,334,4,857,3,3,4,82.72,87.52,81.58,81.87,82.95,12.213,82.52,82.53,82.702,3.487,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M5/sentence_modes/
M5_MYN2_2,M5,M,MYN2,2,Do you LIVE in the VALLey,232,MYN2_232,7,2,2,2,2,2,^L*H,% >H* ^L*H %,%,%,V2,731,79,368,731,590,590,731,439,539,2,703,453,629,368,590,590,731,558,573,769,4,857,6,6,7,82.72,87.52,80.65,80.66,89.14,56.601,84.20,83.26,82.702,3.487,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M5/sentence_modes/
M5_MYN2_3,M5,M,MYN2,3,D'you LIVE in the VALLey,132,MYN2_132,6,1,2,1,3,1,>H*,% >H* ^L*H %,%,%,V1,722,78,78,347,208,78,208,118,163,34,678,93,217,78,208,208,297,177,146,300,55,778,2,2,3,82.27,89.36,82.72,81.80,84.19,17.325,83.46,83.61,82.702,3.487,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M5/sentence_modes/
M5_MYN2_3,M5,M,MYN2,3,D'you LIVE in the VALLey,132,MYN2_132,6,1,2,2,2,2,^L*H,% >H* ^L*H %,%,%,V2,722,78,347,722,583,583,722,423,502,34,678,438,621,347,583,583,722,515,530,713,55,778,5,5,6,82.27,89.36,81.57,81.57,90.67,61.035,85.60,84.78,82.702,3.487,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M5/sentence_modes/
M5_MYN2_4,M5,M,MYN2,4,Do you LIVE in the VALLey,232,MYN2_232,7,2,2,1,3,1,>H*,% >H* ^L*H %,%,%,V1,783,92,92,363,236,92,236,136,174,15,724,153,245,92,236,236,315,204,225,340,22,836,3,3,4,83.05,88.94,83.44,83.95,84.36,3.061,84.25,84.26,82.702,3.487,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M5/sentence_modes/
M5_MYN2_4,M5,M,MYN2,4,Do you LIVE in the VALLey,232,MYN2_232,7,2,2,2,2,2,^L*H,% >H* ^L*H %,%,%,V2,783,92,363,783,599,599,783,435,547,15,724,452,648,363,599,599,783,554,572,767,22,836,6,6,7,83.05,88.94,80.77,80.98,90.47,55.634,84.99,84.04,82.702,3.487,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M5/sentence_modes/
M5_MYN2_5,M5,M,MYN2,5,D'you LIVE in the VALLey,132,MYN2_132,6,1,2,1,3,1,H*,% H* ^L*H %,%,%,V1,716,86,86,345,242,86,242,123,172,20,681,65,127,189,333,86,242,166,330,170,30,787,2,3,2,84.00,87.80,84.80,84.18,84.82,11.858,84.48,84.48,82.702,3.487,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M5/sentence_modes/
M5_MYN2_5,M5,M,MYN2,5,D'you LIVE in the VALLey,132,MYN2_132,6,1,2,2,2,2,^L*H,% H* ^L*H %,%,%,V2,716,86,345,716,581,581,716,422,520,20,681,445,641,345,581,581,716,516,539,740,30,787,5,5,6,84.00,87.80,80.31,80.41,87.99,46.981,83.70,82.97,82.702,3.487,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M5/sentence_modes/
M5_MYN3_1,M5,M,MYN3,1,Have you HIDDen the VALuables,233,MYN3_233,8,2,2,1,3,2,H*,% H* ^L*H %,%,%,V1,918,204,204,430,313,313,383,242,279,29,794,153,283,114,258,204,313,299,311,363,38,1006,3,3,3,82.00,89.90,85.94,81.50,86.87,53.161,84.42,84.57,82.702,3.487,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M5/sentence_modes/
M5_MYN3_1,M5,M,MYN3,1,Have you HIDDen the VALuables,233,MYN3_233,8,2,2,2,3,3,^L*H,% H* ^L*H %,%,%,V2,918,204,430,918,621,676,918,487,562,29,794,501,766,430,621,676,918,609,625,963,38,1006,6,6,8,82.00,89.90,79.77,79.82,90.41,46.007,85.38,85.94,82.702,3.487,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M5/sentence_modes/
M5_MYN3_2,M5,M,MYN3,2,Have you HIDDen the VALuables,233,MYN3_233,8,2,2,1,3,2,>H*,% >H* L*H %,%,%,V1,937,174,174,409,296,296,360,219,262,27,793,138,314,104,248,296,360,302,311,434,36,1011,3,3,4,81.41,87.51,82.01,79.10,84.02,32.837,81.80,82.22,82.702,3.487,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M5/sentence_modes/
M5_MYN3_2,M5,M,MYN3,2,Have you HIDDen the VALuables,233,MYN3_233,8,2,2,2,3,3,L*H,% >H* L*H %,%,%,V2,937,174,409,937,596,648,937,455,553,27,793,502,761,409,596,648,937,598,652,970,36,1011,6,6,8,81.41,87.51,78.98,79.16,88.04,37.852,83.35,83.08,82.702,3.487,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M5/sentence_modes/
M5_MYN3_3,M5,M,MYN3,3,Have you HIDDen the VALuables,233,MYN3_233,8,2,2,1,3,2,>H*,% >H* L*H %,%,%,V1,979,188,188,438,323,323,394,243,282,51,839,200,329,188,323,323,394,309,254,417,71,1004,3,3,4,80.30,89.10,83.92,80.84,85.99,44.098,84.10,84.80,82.702,3.487,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M5/sentence_modes/
M5_MYN3_3,M5,M,MYN3,3,Have you HIDDen the VALuables,233,MYN3_233,8,2,2,2,3,3,L*H,% >H* L*H %,%,%,V2,979,188,438,979,643,708,979,501,587,51,839,531,794,438,643,708,979,611,643,943,71,1004,6,6,8,80.30,89.10,80.94,80.74,90.18,41.859,85.84,86.47,82.702,3.487,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M5/sentence_modes/
M5_MYN3_4,M5,M,MYN3,4,Have you HIDDen the VALuables,233,MYN3_233,8,2,2,1,3,2,>H*,% >H* L*H %,%,%,V1,995,170,170,450,316,316,383,242,274,33,810,144,324,67,202,316,383,323,254,420,47,965,3,3,4,80.89,85.35,81.10,79.38,83.13,23.406,80.95,80.64,82.702,3.487,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M5/sentence_modes/
M5_MYN3_4,M5,M,MYN3,4,Have you HIDDen the VALuables,233,MYN3_233,8,2,2,2,3,3,L*H,% >H* L*H %,%,%,V2,995,170,450,995,645,698,995,494,573,33,810,529,793,450,645,698,995,593,632,944,47,965,6,6,8,80.89,85.35,78.45,78.38,85.37,32.77,81.88,82.00,82.702,3.487,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M5/sentence_modes/
M5_MYN3_5,M5,M,MYN3,5,Have you HIDDen the VALuables,233,MYN3_233,8,2,2,1,3,2,>H*,% >H* L*H %,%,%,V1,905,172,172,423,314,314,369,234,275,35,763,171,322,134,269,314,369,314,254,423,50,990,3,3,4,80.07,89.57,83.21,80.97,84.68,24.241,83.32,83.54,82.702,3.487,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M5/sentence_modes/
M5_MYN3_5,M5,M,MYN3,5,Have you HIDDen the VALuables,233,MYN3_233,8,2,2,2,3,3,L*H,% >H* L*H %,%,%,V2,905,172,423,905,608,649,905,469,556,35,763,487,711,423,608,649,905,598,619,916,50,990,6,6,8,80.07,89.57,81.90,82.12,90.95,47.898,86.32,86.19,82.702,3.487,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M5/sentence_modes/
M8_MDC1_1,M8,M,MDC1,1,i VALued the VASes,132,MDC1_132,6,1,2,1,3,2,>H*,% >H* L*H %,%,%,V1,1013,62,62,481,291,291,424,139,252,0,848,143,257,62,291,62,291,157,161,283,0,904,2,2,2,82.17,85.29,84.03,84.14,87.50,32.252,85.92,85.89,84.05,2.881,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/sentence_modes/
M8_MDC1_1,M8,M,MDC1,1,i VALued the VASes,132,MDC1_132,6,1,2,2,2,2,L*H,% >H* L*H %,%,%,V2,1013,62,481,1013,776,776,1013,550,701,0,848,601,821,481,776,776,1013,592,645,875,0,904,5,5,6,82.17,85.29,79.22,78.78,85.96,37.601,82.20,82.07,84.05,2.881,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/sentence_modes/
M8_MDC1_2,M8,M,MDC1,2,i VALued the VASes,132,MDC1_132,6,1,2,1,3,2,H*,% H* L*H %,%,%,V1,1094,81,81,512,302,302,452,151,252,0,920,171,300,81,302,81,302,152,174,317,0,922,2,2,2,82.71,83.10,84.09,84.43,85.74,10.405,85.31,85.55,84.05,2.881,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/sentence_modes/
M8_MDC1_2,M8,M,MDC1,2,i VALued the VASes,132,MDC1_132,6,1,2,2,2,2,L*H,% H* L*H %,%,%,V2,1094,81,512,1094,817,817,1094,582,758,0,920,626,866,512,817,817,1094,591,635,872,0,922,5,5,6,82.71,83.10,79.40,78.66,84.53,28.211,81.39,81.26,84.05,2.881,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/sentence_modes/
M8_MDC1_3,M8,M,MDC1,3,i VALued the VASes,132,MDC1_132,6,1,2,1,3,2,H*,% H* L*H %,%,%,V1,1046,61,61,478,286,286,417,139,248,29,885,162,279,61,286,61,286,160,185,311,36,925,2,2,2,80.50,84.23,83.64,84.17,85.91,15.307,85.31,85.56,84.05,2.881,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/sentence_modes/
M8_MDC1_3,M8,M,MDC1,3,i VALued the VASes,132,MDC1_132,6,1,2,2,2,2,L*H,% H* L*H %,%,%,V,1046,61,478,1046,785,785,1046,553,730,29,885,616,835,478,785,785,1046,596,658,875,36,925,5,5,6,80.50,84.23,80.49,79.83,85.02,26.27,82.41,82.38,84.05,2.881,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/sentence_modes/
M8_MDC1_5,M8,M,MDC1,5,i VALued the VASes,132,MDC1_132,6,1,2,1,3,2,H*,% H* L*H %,%,%,V1,1090,56,56,450,275,275,386,142,241,30,887,160,268,56,275,56,275,171,191,311,40,917,2,2,2,81.09,82.52,83.90,84.03,85.09,11.402,84.74,84.89,84.05,2.881,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/sentence_modes/
M8_MDC1_5,M8,M,MDC1,5,i VALued the VASes,132,MDC1_132,6,1,2,2,2,2,L*H,% H* L*H %,%,%,V2,1090,56,450,1090,777,777,1090,532,719,30,887,576,827,450,777,777,1090,597,639,867,40,917,5,5,6,81.09,82.52,79.60,79.09,83.65,20.416,81.15,81.05,84.05,2.881,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/sentence_modes/
M8_MDC1_6,M8,M,MDC1,6,i VALued the VASes,132,MDC1_132,6,1,2,1,3,2,H*,% H* L*H %,%,%,V1,1004,50,50,430,256,256,376,124,216,13,832,158,204,50,256,50,256,163,203,257,20,919,2,2,2,83.06,82.23,84.65,85.00,85.20,4.817,85.08,85.06,84.05,2.881,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/sentence_modes/
M8_MDC1_6,M8,M,MDC1,6,i VALued the VASes,132,MDC1_132,6,1,2,2,2,2,L*H,% H* L*H %,%,%,V2,1004,50,430,1004,735,735,1004,500,671,13,832,539,771,430,735,735,1004,591,630,861,20,919,5,5,6,83.06,82.23,79.22,79.03,82.95,18.51,81.00,80.96,84.05,2.881,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/sentence_modes/
M8_MDC2_1,M8,M,MDC2,1,i live in the VALLey,132,MDC2_132,6,1,2,1,3,1,(*),% (*) L*H L%,%,L%,V1,699,77,77,373,234,77,234,135,180,16,674,130,237,77,234,234,321,138,133,253,15,759,2,2,3,81.61,79.15,82.84,82.70,83.13,2.227,83.12,83.16,84.05,2.881,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/sentence_modes/
M8_MDC2_1,M8,M,MDC2,1,i live in the VALLey,132,MDC2_132,6,1,2,2,2,2,L*H,% (*) L*H L%,%,L%,V2,699,77,373,699,597,597,699,429,558,16,674,454,592,373,597,373,597,463,490,640,15,759,5,5,5,81.61,79.15,81.80,81.97,84.99,24.089,83.43,83.35,84.05,2.881,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/sentence_modes/
M8_MDC2_2,M8,M,MDC2,2,i LIVE in the VALLey,132,MDC2_132,6,1,2,1,3,1,H*,% H* >H* L%,%,L%,V1,736,69,69,363,220,70,220,134,181,9,644,121,176,70,220,70,220,149,133,198,9,700,2,2,2,81.59,80.45,83.31,82.79,84.10,20.853,83.72,83.81,84.05,2.881,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/sentence_modes/
M8_MDC2_2,M8,M,MDC2,2,i LIVE in the VALLey,132,MDC2_132,6,1,2,2,2,2,>H*,% H* >H* L%,%,L%,V2,736,69,363,736,591,591,736,427,536,9,644,443,574,363,591,363,591,470,487,627,9,700,5,5,5,81.59,80.45,82.11,82.24,84.07,14.717,83.32,83.42,84.05,2.881,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/sentence_modes/
M8_MDC2_3,M8,M,MDC2,3,i LIVE in the VALLey,132,MDC2_132,6,1,2,1,3,1,H*,% H* >H* L%,%,L%,V1,729,73,73,352,218,73,218,137,178,11,665,116,170,73,218,73,218,151,125,191,11,724,2,2,2,81.33,78.86,84.11,83.28,84.57,25.495,84.13,84.25,84.05,2.881,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/sentence_modes/
M8_MDC2_3,M8,M,MDC2,3,i LIVE in the VALLey,132,MDC2_132,6,1,2,2,2,2,>H*,% H* >H* L%,%,L%,V2,729,73,352,729,595,595,729,419,545,11,665,434,559,352,595,352,595,469,484,609,11,724,5,5,5,81.33,78.86,82.48,82.59,85.48,28.09,84.02,83.94,84.05,2.881,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/sentence_modes/
M8_MDC2_4,M8,M,MDC2,4,i LIVE in the VALLe,132,MDC2_132,6,1,2,1,3,1,H*,% H* >H* L%,%,L%,V1,746,95,95,406,249,95,249,167,206,5,700,150,202,95,249,95,249,156,136,196,4,743,2,2,2,81.53,78.44,83.14,82.54,83.64,23.302,83.24,83.36,84.05,2.881,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/sentence_modes/
M8_MDC2_4,M8,M,MDC2,4,i LIVE in the VALLe,132,MDC2_132,6,1,2,2,2,2,>H*,% H* >H* L%,%,L%,V2,746,95,406,746,614,614,746,470,585,5,700,475,583,406,614,406,614,477,483,609,4,743,5,5,5,81.53,78.44,83.01,83.03,84.79,20.338,83.89,83.88,84.05,2.881,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/sentence_modes/
M8_MDC2_5,M8,M,MDC2,5,i LIVE in the VALLey,132,MDC2_132,6,1,2,1,3,1,H*,% H* H* L%,%,L%,V,751,90,90,390,237,90,237,139,192,11,701,134,173,90,237,90,237,132,126,173,9,741,2,2,2,82.00,77.80,83.26,83.15,83.61,11.397,83.45,83.51,84.05,2.881,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/sentence_modes/
M8_MDC2_5,M8,M,MDC2,5,i LIVE in the VALLey,132,MDC2_132,6,1,2,2,2,2,H*,% H* H* L%,%,L%,V2,751,90,390,751,614,614,751,448,573,11,701,455,555,390,614,390,614,465,473,581,9,741,5,5,5,82.00,77.80,82.59,82.71,84.79,23.431,83.83,83.82,84.05,2.881,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/sentence_modes/
M8_MDC2_6,M8,M,MDC2,6,i LIVE in the VALLey,132,MDC2_132,6,1,2,1,3,1,H*,% H* H* L%,%,L%,V1,755,85,85,395,236,85,236,147,204,11,700,132,181,85,236,85,236,146,128,186,9,738,2,2,2,83.59,78.12,84.35,84.01,84.68,13.621,84.46,84.51,84.05,2.881,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/sentence_modes/
M8_MDC2_6,M8,M,MDC2,6,i LIVE in the VALLey,132,MDC2_132,6,1,2,2,2,2,H*,% H* H* L%,%,L%,V2,755,85,395,755,611,611,755,459,576,11,700,485,570,395,611,395,611,474,503,599,9,738,5,5,5,83.59,78.12,82.86,83.37,84.43,13.455,83.97,84.01,84.05,2.881,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/sentence_modes/
M8_MDC3_2,M8,M,MDC3,2,I've HIDDen the VALuables,133,MDC3_133,7,1,2,1,3,2,>H*,% >H* L*H %,%,%,V1,1022,100,100,370,272,272,319,162,211,0,796,185,275,100,272,272,319,199,222,315,0,905,2,2,3,82.50,84.93,85.40,85.77,86.31,7.163,86.08,86.07,84.05,2.881,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/sentence_modes/
M8_MDC3_2,M8,M,MDC3,2,I've HIDDen the VALuables,133,MDC3_133,7,1,2,2,3,3,L*H,% >H* L*H %,%,%,V2,1022,100,370,1022,594,651,1022,445,543,0,796,503,747,370,594,651,1022,539,599,856,0,905,5,5,7,82.50,84.93,81.41,79.94,86.58,31.1,83.50,83.89,84.05,2.881,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/sentence_modes/
M8_MDC3_3,M8,M,MDC3,3,I've HIDDen the VALuables,133,MDC3_133,7,1,2,1,3,2,H*,% H* L*H %,%,%,V1,1196,125,125,434,299,299,379,190,242,50,946,164,219,125,299,125,299,201,176,230,55,925,2,2,2,82.05,84.50,84.89,83.76,85.31,29.908,84.78,84.92,84.05,2.881,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/sentence_modes/
M8_MDC3_3,M8,M,MDC3,3,I've HIDDen the VALuables,133,MDC3_133,7,1,2,2,3,3,L*H,% H* L*H %,%,%,V2,1196,125,434,1196,687,745,1196,512,613,50,946,564,824,434,687,745,1196,533,581,825,55,925,5,5,7,82.05,84.50,80.75,80.34,86.75,28.672,83.77,83.89,84.05,2.881,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/sentence_modes/
M8_MDC3_4,M8,M,MDC3,4,I've HIDDen the VALuables,133,MDC3_133,7,1,2,1,3,2,H*,% H* L*H %,%,%,V2,1143,117,117,492,342,342,433,228,271,21,951,239,339,117,342,117,342,222,230,307,25,940,2,2,2,82.47,84.87,86.90,87.15,87.74,4.559,87.60,87.66,84.05,2.881,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/sentence_modes/
M8_MDC3_4,M8,M,MDC3,4,I've HIDDen the VALuables,133,MDC3_133,7,1,2,2,3,3,L*H,% H* L*H %,%,%,V2,1143,117,492,1143,724,770,1143,561,680,21,951,609,851,492,724,770,1143,531,578,841,25,940,5,5,7,82.47,84.87,80.56,79.98,87.23,35.745,83.68,83.95,84.05,2.881,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/sentence_modes/
M8_MDC3_5,M8,M,MDC3,5,I've HIDDen the VALuables,133,MDC3_133,7,1,2,1,3,2,H*,% H* L*H %,%,%,V1,1003,97,97,399,280,280,336,150,202,9,812,182,285,97,280,280,336,187,217,318,13,936,2,2,3,81.32,84.17,85.56,85.58,85.99,6.549,85.66,85.64,84.05,2.881,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/sentence_modes/
M8_MDC3_5,M8,M,MDC3,5,I've HIDDen the VALuables,133,MDC3_133,7,1,2,2,3,3,L*H,% H* L*H %,%,%,V2,1003,97,399,1003,583,639,1003,449,537,9,812,515,763,399,583,639,1003,525,608,886,13,936,5,5,7,81.32,84.17,80.99,79.70,85.29,26.626,82.74,82.81,84.05,2.881,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/sentence_modes/
M8_MDC3_6,M8,M,MDC3,6,I've HIDDen the VALuables,133,MDC3_133,7,1,2,1,3,2,H*,% H* L*H %,%,%,V1,1062,88,88,423,263,263,376,174,220,2,866,204,295,88,263,263,376,222,251,337,3,934,2,2,3,81.92,84.65,85.78,86.00,86.12,1.988,86.07,86.06,84.05,2.881,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/sentence_modes/
M8_MDC3_6,M8,M,MDC3,6,I've HIDDen the VALuables,133,MDC3_133,7,1,2,2,3,3,L*H,% H* L*H %,%,%,V,1062,88,423,1062,619,693,1062,479,569,2,866,532,806,423,619,693,1062,528,590,874,3,934,5,5,7,81.92,84.65,81.46,80.51,86.92,26.227,84.19,84.75,84.05,2.881,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/sentence_modes/
M8_MDQ1_1,M8,M,MDQ1,1,You VALued the VASes,132,MDQ1_132,6,1,2,1,3,2,>H*,% >H* ^[L*H %L],%,%L],V1,940,39,39,376,221,221,319,103,174,116,722,140,252,39,221,221,319,162,210,357,179,877,2,2,3,85.27,91.29,85.28,85.15,86.26,12.029,85.77,85.87,84.05,2.881,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/sentence_modes/
M8_MDQ1_1,M8,M,MDQ1,1,You VALued the VASes,132,MDQ1_132,6,1,2,2,2,2,^[L*H,% >H* ^[L*H %L],%,%L],V,940,39,376,940,649,649,940,437,583,116,722,459,662,376,649,649,940,574,598,821,179,877,5,5,6,85.27,91.29,85.48,85.57,94.82,52.309,89.76,89.41,84.05,2.881,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/sentence_modes/
M8_MDQ1_2,M8,M,MDQ1,2,You VALued the VASes,132,MDQ1_132,6,1,2,1,3,2,H*,% H* ^[L*H L]%,%,L]%,V1,956,49,49,404,247,247,338,131,200,27,765,131,230,49,247,49,247,177,177,296,43,878,2,2,2,82.40,88.52,86.36,86.36,87.91,15.177,87.29,87.30,84.05,2.881,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/sentence_modes/
M8_MDQ1_2,M8,M,MDQ1,2,You VALued the VASes,132,MDQ1_132,6,1,2,2,2,2,^[L*H,% H* ^[L*H L]%,%,L]%,V,956,49,404,956,699,699,956,482,624,27,765,502,708,404,699,699,956,586,607,818,43,878,5,5,6,82.40,88.52,86.09,86.15,93.30,40.437,89.64,89.79,84.05,2.881,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/sentence_modes/
M8_MDQ1_3,M8,M,MDQ1,3,You VALued the VASes,132,MDQ1_132,6,1,2,1,3,2,H*,% H* ^[L*H L]%,%,L]%,V,960,69,69,406,241,241,347,133,202,18,752,160,233,69,241,69,241,167,204,305,20,898,2,2,2,83.42,89.68,86.14,86.60,87.57,15.27,87.17,87.21,84.05,2.881,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/sentence_modes/
M8_MDQ1_3,M8,M,MDQ1,3,You VALued the VASes,132,MDQ1_132,6,1,2,2,2,2,^[L*H,% H* ^[L*H L]%,%,L]%,V,960,69,406,960,649,649,960,464,601,18,752,487,679,406,649,649,960,578,607,835,20,898,5,5,6,83.42,89.68,87.00,87.23,94.37,43.046,90.93,91.10,84.05,2.881,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/sentence_modes/
