term,sumsq,meansq,NumDF,DenDF,F value,p.value,p.adj (BH),signif.
ana_syls,39.337,13.112,3,7.339,0.64,0.612,0.68,
gender,42.231,42.231,1,8.704,2.06,0.186,0.291,
