term,sumsq,meansq,NumDF,DenDF,F value,p.value,p.adj (BH),signif.
foot_syls,18.16,6.053,3,10.463,11.462,0.001,0.004,p<.01
gender,0.36,0.36,1,11.038,0.682,0.427,0.534,
