intercept,estimate,conf.low,conf.high,std.error,t.value,df,p.value,p.adj (BH),signif.
ana_syls0,3.46,2.4304421368811084,4.485394153641188,0.45,7.75,8.06,5.2e-05,8.0e-05,p<.001
ana_syls1,2.68,1.5889507631470243,3.765608116351059,0.49,5.44,10.52,2.4e-04,3.1e-04,p<.001
ana_syls2,2.87,2.043788954890893,3.692980561095145,0.38,7.54,12.52,5.3e-06,9.2e-06,p<.001
ana_syls3,2.2,1.298485708257675,3.1096538548148445,0.41,5.44,9.84,3.0e-04,3.8e-04,p<.001
acc_phonL*H,3.46,2.4304421368811084,4.485394153641188,0.45,7.75,8.06,5.2e-05,8.0e-05,p<.001
acc_phon>H*,2.82,1.655486625271771,3.9943226332540185,0.55,5.1,16.75,9.3e-05,1.4e-04,p<.001
acc_phonH*,4.51,3.201876892253858,5.823522108294447,0.64,7.05,28.44,1.1e-07,2.3e-07,p<.001
