term,sumsq,meansq,NumDF,DenDF,F value,p.value,p.adj (BH),signif.
ana_syls,4.803,1.601,3,10.066,1.951,0.185,0.291,
acc_phon,8.244,4.122,2,90.796,5.023,0.009,0.022,p<.05
gender,0.867,0.867,1,8.93,1.057,0.331,0.432,
