intercept,slope,estimate,conf.low,conf.high,std.error,z.value,p.value,p.adj (BH),signif.
modeMDC,modeMWH,-0.415,-1.20557778413196,0.37615423773595275,0.404,-1.028,0.304,0.355,
modeMDC,modeMYN,0.605,-0.12534848820006703,1.3349118153420267,0.373,1.623,0.104,0.14,
modeMDC,modeMDQ,2.311,1.5492971268062032,3.0729732175676503,0.389,5.946,2.8e-09,1.2e-08,p<0.0001
modeMWH,modeMYN,1.02,0.2500610640454385,1.7889400008385157,0.393,2.597,0.009,0.014,p<0.05
modeMWH,modeMDQ,2.726,1.9168906850270844,3.5348077106391687,0.413,6.604,4.0e-11,2.0e-10,p<0.0001
modeMYN,modeMDQ,1.706,0.9912983894076032,2.421412148885804,0.365,4.677,2.9e-06,7.0e-06,p<0.0001
intercept,genderM,-0.441,-4.25437310357107,3.371935346045169,1.946,-0.227,0.821,0.871,
