gender,mode,acc_phon,phr_phon,fin_phon,l_grand_mean_t,h_grand_mean_t,l_f0_z,h_f0_z,e_f0_z,f0_exc_z,e_f0_exc_z,lh_slope
F,MYN,L*H,% (*) L*H L%,L%,49,201,-1.145600000000004,0.4479999999999973,-2.2784000000000013,1.5936000000000012,-2.7263999999999986,31.821
F,MYN,L*H,% (*) L*H L%,L%,75,209,-1.2576000000000023,0.3967999999999984,-2.2048,1.6544000000000008,-2.6015999999999986,39.367
F,MDC,L*H,%H >H* L*H %,%,118,310,-1.6527390900649965,-0.06499535747446637,-0.05106778087279454,1.5877437325905301,0.013927576601671834,20.994
F,MDC,L*H,%H L*H L*H %,%,99,294,-1.935933147632313,-0.8217270194986054,-0.9145775301764155,1.1142061281337075,-0.09285051067781014,15.962
F,MDC,L*H,%H >!H* L*H %,%,110,327,-2.985143918291554,-0.8774373259052928,-1.0027855153203327,2.1077065923862612,-0.1253481894150399,22.392
F,MDC,L*H,% L*H L*H %,%,110,344,-2.887650882079851,-1.9034354688950763,-1.9545032497678776,0.9842154131847749,-0.05106778087280128,12.731
F,MDC,L*H,% >H* L*H %,%,110,299,-2.3073351903435464,-0.9935004642525537,-1.0027855153203327,1.3138347260909926,-0.009285051067778993,16.054
F,MDC,L*H,%H (*) L*H %,%,139,285,-0.9702878365831028,0.8077994428969336,0.5663881151346327,1.7780872794800364,-0.2414113277623009,38.277
F,MDC,L*H,%H (*) L*H %,%,128,289,-1.4298978644382536,0.6174558960074272,0.46425255338904364,2.047353760445681,-0.1532033426183836,36.93
F,MDC,L*H,%H (*) L*H %,%,143,290,-1.5506035283194075,0.301764159702881,0.23676880222841465,1.8523676880222886,-0.06499535747446636,36.134
F,MDC,L*H,% >H* L*H %,%,124,281,-1.852367688022282,0.1903435468895063,0.10677808727948189,2.0427112349117884,-0.08356545961002441,34.667
F,MDC,L*H,%H (*) L*H %,%,143,271,-2.1216341689879328,-0.7799442896935965,-1.1606313834726092,1.3416898792943361,-0.38068709377901266,26.37
F,MDC,L*H,% >H* L*H %,%,123,323,-0.5292479108635101,0.663881151346329,0.5524605385329608,1.193129062209839,-0.11142061281336813,12.787
F,MDC,L*H,% >H* L*H %,%,93,331,-1.0770659238625848,0.9517177344475382,0.5988857938718626,2.028783658310123,-0.3528319405756756,17.877
F,MDC,L*H,% >H* L*H %,%,116,304,-1.40204271123491,0.05571030640668735,-0.06963788300835919,1.4577530176415974,-0.12534818941504655,18.924
F,MDC,L*H,% >H* L*H %,%,111,342,-0.8356545961002773,0.7242339832869091,0.5431754874651818,1.5598885793871864,-0.18105849582172728,17.728
F,MDC,L*H,% >H* L*H %,%,137,366,-1.2488393686165264,0.037140204271122704,-0.004642525533892812,1.285979572887649,-0.04178272980501552,13.874
F,MDQ,L*H,% >H* L*H %,%,62,284,-2.1866295264623994,-0.21355617455896378,-0.3389043639740037,1.9730733519034356,-0.12534818941503992,20.801
F,MDQ,L*H,% >H* L*H %,%,89,312,-2.0705663881151386,0.04178272980501551,0.013927576601671838,2.112349117920154,-0.027855153203343672,24.622
F,MDQ,L*H,% L*H L*H %,%,100,307,-2.780872794800369,0.3296193129062181,0.24141132776230084,3.110492107706587,-0.08820798514391726,33.229
F,MDQ,L*H,% L*H L*H %,%,59,290,-1.8105849582172728,-0.7195914577530164,-1.1002785515320357,1.0909935004642564,-0.3806870937790193,10.059
F,MDQ,L*H,%H L*H L*H %,%,94,280,-1.7223769730733556,0.12070566388115372,-0.2553389043639727,1.8430826369545092,-0.37604456824512644,23.572
F,MDQ,L*H,% (*) L*H %,%,111,271,-1.0213556174558973,2.163416898792942,1.694521819870012,3.1847725162488394,-0.46889507892293003,66.835
F,MDQ,L*^[H],% (*) L*^[H] %,%,110,282,-1.4809656453110482,2.2748375116063166,1.578458681522751,3.7558031569173647,-0.6963788300835656,69.413
F,MDQ,L*^[H],% (*) L*^[H] %,%,99,271,-1.3045496750232137,1.7409470752089138,0.9517177344475382,3.0454967502321275,-0.7892293407613756,57.261
F,MDQ,L*^[H],% (*) L*^[H] %,%,105,246,-0.8356545961002773,2.5023212627669458,1.3138347260909928,3.337975858867223,-1.188486536675953,65.359
F,MDQ,L*^[H],% (*) L*^[H] %,%,76,249,-1.2209842154131827,2.1866295264623927,0.9935004642525537,3.4076137418755756,-1.193129062209839,60.568
F,MDQ,L*H,% >H* L*H %,%,113,318,-1.2999071494893208,0.7892293407613755,0.42711234911792095,2.0891364902506964,-0.36211699164345457,28.625
F,MDQ,L*H,% L*H L*H %,%,88,381,-1.4902506963788338,0.8170844939647192,0.46425255338904364,2.307335190343553,-0.3528319405756755,22.345
F,MDQ,L*H,% L*H L*H %,%,87,313,-1.0445682451253482,1.0770659238625782,0.5756731662024117,2.121634168987926,-0.5013927576601664,24.956
F,MDQ,L*H,% L*H L*H %,%,126,385,-1.5459610027855146,0.7660167130919247,0.6128133704735345,2.3119777158774393,-0.1532033426183902,26.403
F,MDQ,L*H,% L*H L*H %,%,102,333,-1.8941504178272974,0.6360259981429919,0.13463324048281897,2.5301764159702893,-0.5013927576601729,28.156
F,MWH,L*H,% H* L*!H L*H %,%,121,294,0.15784586815227641,1.852367688022282,1.7270194986072418,1.6945218198700056,-0.1253481894150401,22.967
F,MWH,L*H,% H* L*H L*H %,%,109,290,-0.03249767873723649,1.8941504178272974,1.7688022284122573,1.9266480965645338,-0.1253481894150401,24.321
F,MWH,L*H,% H* L*!H L*H %,%,117,303,0.08356545961002443,1.8430826369545028,1.7688022284122573,1.7595171773444784,-0.07428040854224549,20.691
F,MWH,L*H,%H H* L*H L*H %,%,111,300,0.27390900649953737,1.7780872794800364,1.6155988857938737,1.504178272980499,-0.16248839368616275,16.898
F,MWH,L*H,% H* L*H L*H %,%,107,298,0.10677808727948189,2.130919220055712,1.736304549675021,2.02414113277623,-0.394614670380691,23.022
F,MWH,L*H,% H* L*!H L*H %,%,122,304,-1.7409470752089138,0.42711234911792095,0.3574744661095618,2.1680594243268345,-0.06963788300835916,39.398
F,MWH,L*H,% H* L*!H L*H %,%,131,287,-2.2005571030640647,0.24605385329619367,0.05571030640668735,2.4466109563602583,-0.19034354688950633,42.111
F,MWH,L*H,% H* L*!H L*H %,%,89,268,-1.8895078922934112,0.38532961931290544,0.04178272980501551,2.2748375116063166,-0.3435468895078899,31.284
F,MWH,L*H,% H* L*!H L*H %,%,133,267,-2.0427112349117946,0.07428040854224541,-0.41318477251624913,2.11699164345404,-0.48746518105849457,38.312
F,MWH,L*H,% H* L*!H L*H %,%,143,318,-2.4280408542247,-0.49675023212628017,-0.4828226555246083,1.9312906220984198,0.013927576601671876,32.601
F,MWH,L*H,% H* L*!H L*H %,%,101,350,-0.5338904363974029,0.7103064066852374,0.42711234911792095,1.2441968430826402,-0.2831940575673164,11.818
F,MWH,L*H,% H* L*H L*H %,%,111,381,-0.45496750232126465,1.067780872794799,0.7149489322191236,1.5227483751160638,-0.35283194057567546,13.936
F,MWH,L*H,% H* L*!H L*H %,%,105,352,-0.9145775301764155,0.9470752089136454,0.6267409470752063,1.861652739090061,-0.32033426183843905,19.296
F,MWH,L*H,% H* L*!H L*H %,%,119,351,-1.2720519962859773,0.38532961931290544,0.34818941504178275,1.6573816155988828,-0.03714020427112269,19.259
F,MWH,L*H,% H* L*!H L*H %,%,93,339,-1.207056638811511,0.5571030640668537,0.5756731662024117,1.7641597028783647,0.018570102135557987,16.682
F,MYN,L*H,%H L*!H L*H %,%,119,304,-0.7567316620241391,0.9935004642525537,0.8495821727019491,1.7502321262766927,-0.14391829155060454,22.162
F,MYN,L*H,%H L*!H L*H %,%,122,327,-1.5598885793871864,0.21819870009285,0.10677808727948189,1.7780872794800364,-0.11142061281336811,21.04
F,MYN,L*H,%H L*H L*H %,%,112,304,-0.8031569173630474,0.6592386258124427,0.5338904363974029,1.4623955431754903,-0.1253481894150399,19.19
F,MYN,L*H,%H L*H L*H %,%,89,287,-0.8170844939647192,1.3370473537604437,1.0399257195914555,2.154131847725163,-0.2971216341689882,25.8
F,MYN,L*H,%H L*H L*H %,%,100,309,-1.3416898792943364,0.31104921077066006,0.19962859795728535,1.6527390900649963,-0.1114206128133747,19.407
F,MYN,L*H,% (*) L*H %,%,137,281,-1.508820798514392,0.06499535747446637,0.16713091922005546,1.5738161559888584,0.10213556174558909,29.024
F,MYN,L*H,%H (*) L*H %,%,137,272,-1.1188486536675937,0.9517177344475382,0.2553389043639727,2.070566388115132,-0.6963788300835654,46.369
F,MYN,L*H,%H (*) L*H %,%,108,264,-1.1095636025998146,0.3528319405756756,-0.20427112349117815,1.4623955431754903,-0.5571030640668537,24.942
F,MYN,L*H,% H* (*) L*H %,%,148,242,-1.0213556174558973,0.3296193129062181,0,1.3509749303621155,-0.3296193129062181,35.042
F,MYN,L*H,%H L*!H L*H %,%,114,260,-0.974930362116989,0.6220984215413201,0.3667595171773408,1.5970287836583092,-0.2553389043639793,31.622
F,MYN,^[L*H],% >H* ^[L*H L%],%,87,321,-0.05106778087279454,3.189415041782732,2.5208913649025035,3.2404828226555265,-0.6685236768802283,35.137
F,MYN,^[L*H],% >H* ^[L*H L%],%,86,337,0.009285051067779026,3.621169916434539,2.5441039925719613,3.61188486536676,-1.0770659238625777,37.068
F,MYN,^[L*H],% >H* ^[L*H L%],%,84,313,-0.08820798514391724,3.407613741875582,2.1819870009285065,3.495821727019499,-1.2256267409470754,36.033
F,MYN,^[L*H],% L*H ^[L*H] %,%,104,313,0.5013927576601663,2.790157845868155,1.89879294336119,2.2887650882079886,-0.8913649025069648,28.237
F,MYN,^[L*H],% >H* ^[L*H] %,%,98,347,0.5431754874651818,3.6908077994428985,2.9433611884865383,3.1476323119777168,-0.7474466109563602,34.54
F,MDC,L*H,% L*H L*H %,%,98,320,-2.08916816277678,0.7534410532615202,1.034709754637941,2.8426092160383,0.2812687013764207,17.838
F,MDC,L*H,% L*H L*H %,%,114,310,-1.4308797127468529,0.6337522441651691,0.879114302812692,2.064631956912022,0.24536205864752292,16.374
F,MDC,L*H,% L*H L*H %,%,81,330,-1.6463195691202817,1.8485936564931171,1.932375822860562,3.4949132256133986,0.08378216636744495,19.98
F,MDC,L*H,% L*H L*H %,%,78,299,-0.7067624177139422,1.298025134649917,1.4715739078396188,2.004787552363859,0.17354877318970185,11.473
F,MDC,L*H,% L*H L*H %,%,114,334,-1.7121484141232735,0.968880909634949,1.1005385996409327,2.6810293237582226,0.1316576900059837,18.943
F,MDC,L*H,% (*) L*H %,%,82,273,-1.616397366846196,1.070616397366847,0.7534410532615202,2.687013764213043,-0.3171753441053268,25.192
F,MDC,L*H,% (*) L*H %,%,82,288,-1.7061639736684615,2.016157989228007,1.86654697785757,3.7223219628964683,-0.14961101137043675,29.73
F,MDC,L*H,% (*) L*H %,%,93,271,-2.017354877318968,2.4829443447037707,2.1717534410532644,4.500299222022738,-0.3111909036505063,43.274
F,MDC,L*H,% (*) L*H %,%,94,278,-2.017354877318968,2.111909036505093,1.8126870137642193,4.129263913824061,-0.29922202274087373,35.518
F,MDC,L*H,% (*) L*H %,%,83,289,-2.137043686415319,1.525433871932978,1.3818073010173533,3.6624775583482974,-0.1436265709156248,27.282
F,MDC,L*H,% >H* L*H %,%,72,366,-1.5984440454817428,0.879114302812692,0.6576900059844427,2.4775583482944348,-0.22142429682824927,15.87
F,MDC,L*H,% >H* L*H %,%,90,398,-1.5565529622980245,1.764811490125672,1.657091561938962,3.3213644524236967,-0.10771992818671006,17.369
F,MDC,L*H,% >H* L*H %,%,82,363,-1.837821663674445,1.3459006582884556,1.1903052064631983,3.1837223219629007,-0.15559545182525736,21.86
F,MDC,L*H,% >H* L*H %,%,81,390,-1.4847396768402121,1.0287253141831287,0.9210053859964102,2.5134649910233406,-0.1077199281867185,14.336
F,MDC,L*H,% >H* L*H %,%,98,409,-1.7301017354877266,1.4835427887492514,1.4536205864751657,3.2136445242369778,-0.029922202274085707,17.442
F,MDQ,L*H,% L*H L*H %,%,76,314,-2.005385996409335,1.3758228605625413,1.25613405146619,3.3812088569718766,-0.11968880909635127,21.689
F,MDQ,L*H,% (*) L*H %,%,96,290,-2.0472770795930533,0.8671454219030509,0.7713943746259734,2.9144225014961043,-0.0957510472770775,24.301
F,MDQ,L*H,% (*) L*H %,%,64,314,-1.8976660682226165,0.09515260323160145,-0.03650508677438231,1.992818671454218,-0.13165769000598376,13.754
F,MDQ,L*H,% L*H L*H %,%,107,319,-2.478156792339911,0.32256134051466273,0.23877917414721778,2.8007181328545734,-0.08378216636744495,20.609
F,MDQ,L*H,% L*H L*H %,%,80,284,-3.5613405146618753,0.0353081986834216,0.06523040095751578,3.5966487133452967,0.02992220227409418,22.567
F,MDQ,L*^[H],% (*) L*^[H] %,%,87,256,-1.1855176540993384,4.224416517055654,3.464392579293837,5.409934171154992,-0.760023937761817,53.881
F,MDQ,L*H,% >H* L*H %,%,101,264,-1.7779772591262653,3.1711549970077835,2.237582286056256,4.949132256134049,-0.9335727109515273,54.531
F,MDQ,L*H,% (*) L*H %,%,113,264,-1.5924596050269308,3.2968282465589467,2.117893476959905,4.889287851585878,-1.1789347695990418,53.458
F,MDQ,L*H,% >H* L*H %,%,106,261,-1.4069419509275878,2.8479952124476364,2.195691202872538,4.254937163375224,-0.6523040095750985,45.32
F,MDQ,L*H,% (*) L*H %,%,100,255,-1.1555954518252527,3.308797127468588,2.303411131059248,4.464392579293841,-1.00538599640934,42.174
F,MDQ,L*H,% L*H L*H %,%,110,378,-1.5565529622980245,1.5374027528426109,0.897067624177145,3.0939557151406354,-0.6403351286654658,22.915
F,MDQ,L*H,% >H* L*H %,%,89,317,-1.550568521843204,0.885098743267504,-0.08438061041292108,2.435667265110708,-0.9694793536804251,20.982
F,MDQ,L*H,% L*H L*H %,%,67,389,-1.8737283064033514,1.6271693596648762,1.7528426092160394,3.5008976660682274,0.1256732495511632,18.937
F,MDQ,L*H,% L*H L*H %,%,92,382,-2.2687013764213027,1.6511071214841413,1.3937761819269945,3.9198084979054437,-0.2573309395571468,22.959
F,MDQ,L*H,% >H* L*H %,%,126,368,-1.837821663674445,0.9150209455415982,0.7235188509874345,2.752842609216043,-0.19150209455416367,20.953
F,MWH,L*H,% H* L*!H L*H %,%,76,319,-1.0598444045481752,1.3818073010173533,1.405745062836627,2.4416517055655285,0.023937761819273762,16.533
F,MWH,L*H,% H* L*!H L*H %,%,113,298,-1.1675643327348852,1.405745062836627,1.405745062836627,2.5733093955715125,0,22.92
F,MWH,L*H,% H* L*!H L*H %,%,106,318,-0.8683423099940116,1.6929982046678682,1.722920406941954,2.5613405146618797,0.029922202274085707,21.523
F,MWH,L*H,% H* L*!H L*H %,%,114,306,-0.9521244763614566,1.4236983842010802,1.3459006582884556,2.3758228605625367,-0.07779772591262457,21.527
F,MWH,L*H,% H* L*!H L*H %,%,107,310,-1.1855176540993384,2.333333333333334,2.429084380610411,3.518850987432672,0.09575104727707728,29.978
F,MWH,L*H,% >H* L*!H L*H %,%,105,292,-1.299222022740869,1.525433871932978,1.5074805505685251,2.824655894673847,-0.017953321364452934,27.868
F,MWH,L*H,% >H* L*!H L*H %,%,110,295,-1.6762417713943758,1.1663674446439245,1.2022740873728308,2.8426092160383005,0.03590664272890631,28.441
F,MWH,L*H,%H >H* L*!H L*H %,%,109,266,-1.191502094554159,1.7289048473967743,1.3937761819269945,2.920406941950933,-0.3351286654697798,31.631
F,MWH,L*H,%H >H* L*!H L*H %,%,104,273,-1.2214242968282447,2.135846798324358,1.9742669060442888,3.357271095152603,-0.1615798922800693,33.269
F,MWH,L*H,% >H* L*!H L*H %,%,95,285,-1.107719928186714,2.1897067624177176,2.1897067624177176,3.2974266906044316,0,28.489
F,MWH,L*H,% >H* L*!H L*H %,%,68,360,-0.7127468581687627,1.2860562537402758,0.9748653500897695,1.9988031119090386,-0.3111909036505063,14.335
F,MWH,L*H,% >H* L*!H L*H %,%,90,403,-1.1017354877318934,1.3339317773788146,0.801316576900059,2.435667265110708,-0.5326152004787557,14.643
F,MWH,L*H,% >H* L*!H L*H %,%,68,406,-1.1555954518252527,1.5493716337522434,1.4476361460203537,2.704967085577496,-0.10173548773188967,14.547
F,MWH,L*H,%H >H* L*!H L*H %,%,82,405,-1.1196888090963466,1.136445242369839,1.1962896469180189,2.2561340514661854,0.05984440454817985,11.721
F,MWH,L*H,% >H* L*!H L*H %,%,93,421,-1.2034709754637916,1.9563135846798356,2.058049072411734,3.159784560143627,0.10173548773189833,15.345
F,MYN,L*H,% L*H L*H %,%,132,300,-0.9222022740873709,1.5433871932974312,1.8126870137642193,2.465589467384802,0.269299820466788,22.768
F,MYN,L*H,% >H* L*H %,%,95,322,-0.4015559545182479,3.3447037701974858,3.266906044284861,3.746259724715734,-0.07779772591262457,29.741
F,MYN,L*H,% L*H L*H %,%,131,319,-0.8204667863554728,3.2130460801915017,3.2968282465589467,4.033512866546975,0.08378216636744495,34.373
F,MYN,L*H,% L*H L*H %,%,126,309,-0.3177737881508029,3.165170556552963,2.9377618192699018,3.482944344703766,-0.22740873728306132,33.036
F,MYN,L*H,% L*H L*H %,%,109,307,-1.0777977259126283,2.435068821065232,2.453022142429685,3.51286654697786,0.017953321364453156,28.863
F,MYN,L*H,% (*) L*H %,%,142,288,-0.5751047277079584,2.3752244165170606,2.2555356074207094,2.950329144225019,-0.11968880909635127,35.419
F,MYN,L*H,% (*) L*H %,%,130,284,-0.5810891681627705,2.4230999401555993,2.3393177737881543,3.0041891083183696,-0.08378216636744495,36.518
F,MYN,L*H,% (*) L*H %,%,102,297,-0.19808497905445174,3.0035906642728936,2.97965290245362,3.2016756433273454,-0.02393776181927354,29.652
F,MYN,L*H,% (*) L*H %,%,105,280,-1.3231597845601426,3.3865948533812125,3.20706163973669,4.709754637941355,-0.17953321364452268,39.736
F,MYN,L*H,% (*) L*H %,%,107,299,-1.1436265709156201,2.4649910233393175,2.351286654697787,3.6086175942549374,-0.11370436864153044,35.406
F,MYN,L*H,% >H* L*H %,%,92,370,-0.5152603231597785,1.9563135846798356,2.052064631956913,2.4715739078396144,0.0957510472770775,14.637
F,MYN,L*H,% >H* L*H %,%,107,382,-1.1017354877318934,1.3937761819269945,0.7773788150807939,2.495511669658888,-0.6163973668462006,16.844
F,MYN,L*H,% >H* L*H %,%,96,318,-0.6648713345302154,1.8067025733093989,1.6511071214841413,2.4715739078396144,-0.15559545182525758,21.432
F,MYN,L*H,% >H* L*H %,%,86,372,-0.5092758827049665,2.4590065828845056,1.5613405146618844,2.968282465589472,-0.8976660682226212,19.012
F,MYN,L*H,% >H* L*H %,%,78,370,-0.8324356672651054,1.8186714542190314,0.7833632555356059,2.651107121484137,-1.0353081986834254,16.993
F,MDC,L*H,% L*H L*H %,%,109,300,-0.9433656957928777,0.6140776699029129,0.7111650485436876,1.5574433656957907,0.09708737864077466,23.871
F,MDC,L*H,% (*) L*H %,%,93,391,-1.2629449838187703,0.8406148867313928,0.7394822006472503,2.1035598705501632,-0.1011326860841425,19.667
F,MDC,L*H,% (*) L*H %,%,93,321,-1.2305825242718453,0.9619741100323626,0.751618122977348,2.192556634304208,-0.21035598705501457,25.258
F,MDC,L*H,% (*) L*H %,%,99,341,-1.1092233009708756,0.8972491909385127,0.9134304207119723,2.0064724919093884,0.016181229773459593,23.572
F,MDC,L*H,% L*H L*H %,%,78,329,-1.2305825242718453,1.3098705501618122,1.1763754045307449,2.5404530744336578,-0.13349514563106735,25.846
F,MDC,L*H,% L*H L*H %,%,83,270,-1.2629449838187703,1.1278317152103547,0.9377022653721674,2.390776699029125,-0.19012944983818736,35.272
F,MDC,L*H,% (*) L*H %,%,104,271,-1.2508090614886727,0.751618122977348,0.6788025889967627,2.0024271844660206,-0.07281553398058527,32.104
F,MDC,L*H,% (*) L*H %,%,82,274,-1.4935275080906179,0.5210355987055003,0.4684466019417481,2.014563106796118,-0.05258899676375223,23.898
F,MDC,L*H,% (*) L*H %,%,104,292,-1.303398058252425,0.4927184466019432,0.47249190938511587,1.7961165048543681,-0.020226537216827323,30.399
F,MDC,L*H,% H* L*H %,%,65,366,-1.1901294498381907,1.0995145631067975,1.0833333333333321,2.289644012944988,-0.016181229773465367,17.216
F,MDC,L*H,% >H* L*H %,%,90,433,-1.1982200647249204,1.25728155339806,1.1076051779935274,2.4555016181229803,-0.1496763754045325,18.047
F,MDC,L*H,% H* L*H %,%,58,395,-0.7168284789644036,1.766990291262134,1.7386731391585768,2.4838187702265375,-0.02831715210355723,16.734
F,MDC,L*H,% (*) L*H %,%,54,371,-0.5469255663430437,1.2411003236245945,1.1076051779935274,1.7880258899676382,-0.13349514563106712,12.18
F,MDC,L*H,% (*) L*H %,%,91,393,-0.9555016181229753,1.2491909385113245,1.2330097087378649,2.2046925566342996,-0.016181229773459593,15.732
F,MDQ,^[L*H],% (*) ^[L*H] %,%,60,313,0.04368932038835117,3.5024271844660197,3.4579288025889974,3.4587378640776687,-0.044498381877022375,38.087
F,MDQ,^[L*H],% L*H ^[L*H] %,%,46,287,-0.05339805825242921,3.7127831715210347,3.611650485436892,3.766181229773464,-0.10113268608414261,39.568
F,MDQ,^[L*H],% (*) ^[L*H] %,%,43,287,0.2580906148867335,3.9312297734627846,3.9959546925566345,3.673139158576051,0.06472491909384992,39.083
F,MDQ,^[L*H],% (*) ^[L*H] %,%,56,311,0.20550161812297554,4.7645631067961185,4.699838187702263,4.559061488673143,-0.06472491909385525,49.071
F,MDQ,^[L*H],% (*) ^[L*H] %,%,32,258,0.17718446601941845,4.873786407766991,4.368122977346279,4.696601941747573,-0.5056634304207117,54.027
F,MDQ,^[L*H],[% (*) L*H %],%,68,265,0.6343042071197402,4.076860841423949,3.971682847896439,3.442556634304209,-0.1051779935275099,49.183
F,MDQ,^[L*H],^[% >H* L*H %],%,23,254,1.2613268608414219,4.182038834951454,4.020226537216829,2.9207119741100325,-0.1618122977346248,37.108
F,MDQ,^[L*H],^[% (*) L*H %],%,33,286,0.6585760517799353,5.05987055016181,4.756472491909383,4.401294498381875,-0.3033980582524274,56.658
F,MDQ,^[L*H],% ^[(*) L*H] L%,L%,61,253,0.24999999999999797,4.0566343042071225,0.2944983818770204,3.8066343042071247,-3.762135922330102,55.406
F,MDQ,^[L*H],% ^[(*) L*H] L%,L%,22,221,1.512135922330097,4.331715210355987,-1.4045307443365673,2.81957928802589,-5.736245954692555,42.664
F,MDQ,L*^[H],% (*) L*^[H] %,%,29,332,-0.36893203883495396,4.2224919093851145,3.9676375404530715,4.5914239482200685,-0.25485436893204305,36.854
F,MDQ,L*H,% (*) L*H %,%,65,339,-0.5995145631067959,2.187702265372169,2.2281553398058236,2.787216828478965,0.040453074433654646,22.798
F,MDQ,L*H,% (*) L*H %,%,73,357,-0.6197411003236232,2.3495145631067933,2.3495145631067933,2.9692556634304164,0,26.908
F,MDQ,L*H,% (*) L*H %,%,43,329,-0.4174757281553384,2.406148867313913,2.0339805825242743,2.8236245954692514,-0.3721682847896388,24.715
F,MDQ,L*H,% L* L*H %,%,67,360,-0.6763754045307432,2.2119741100323638,2.1148867313915836,2.888349514563107,-0.09708737864078021,22.857
F,MWH,L*H,% H* L* L*H %,%,132,333,-0.959546925566343,0.8527508090614904,0.8648867313915879,1.8122977346278333,0.012135922330097526,24.703
F,MWH,L*H,% H* L* L*H %,%,104,290,-1.1699029126213576,0.7677993527508075,0.719255663430423,1.937702265372165,-0.04854368932038444,28.321
F,MWH,L*H,% H* L* L*H %,%,74,324,-1.2022653721682826,1.25728155339806,1.25728155339806,2.4595469255663422,0,26.687
F,MWH,L*H,% H* L*!H L*H %,%,61,323,-1.242718446601943,1.1521035598705498,1.1278317152103547,2.3948220064724928,-0.024271844660195052,24.752
F,MWH,L*H,% H* L* L*H %,%,53,302,-1.1658576051779956,1.0186084142394825,1.0995145631067975,2.184466019417478,0.08090614886731506,19.847
F,MWH,L*H,% >H* (*) L*H %,%,74,272,-0.822006472491908,2.6165048543689333,2.523462783171521,3.438511326860841,-0.09304207119741248,47.956
F,MWH,L*H,% H* (*) L*H %,%,69,405,-0.8139158576051782,1.7467637540453065,1.6577669902912617,2.5606796116504844,-0.08899676375404475,19.943
F,MWH,L*H,% H* L* L*H %,%,83,367,-0.7006472491909382,2.2119741100323638,2.070388349514561,2.912621359223302,-0.14158576051780258,24.829
F,MWH,L*H,% H* (*) L*H %,%,80,342,-0.5631067961165032,2.1148867313915836,1.9692556634304188,2.677993527508087,-0.14563106796116476,22.165
F,MWH,L*H,% H* L* L*H %,%,33,348,-0.4417475728155335,1.7508090614886744,1.2168284789643995,2.192556634304208,-0.5339805825242749,18.135
F,MWH,L*H,% H* L* L*H %,%,67,351,-0.4417475728155335,2.0987055016181237,1.677993527508089,2.5404530744336573,-0.4207119741100347,19.749
F,MYN,L*H,% L*H L*H %,%,37,292,-0.7734627831715235,2.6974110032362484,2.721682847896438,3.470873786407772,0.0242718446601895,30.731
F,MYN,L*H,% L*H L*H %,%,50,318,-1.3114886731391604,2.576051779935273,2.572006472491911,3.8875404530744335,-0.004045307443361956,37.618
F,MYN,L*H,% L*H L*H %,%,81,289,-1.1699029126213576,1.564724919093849,1.4271844660194197,2.7346278317152066,-0.1375404530744293,31.718
F,MYN,L*H,% L*H L*H %,%,76,312,-1.121359223300973,1.621359223300969,1.423139158576052,2.742718446601942,-0.19822006472491704,29.726
F,MYN,L*H,% L*H L*H %,%,62,331,-1.242718446601943,1.1318770226537225,1.1359223300970844,2.3745954692556657,0.004045307443361956,22.044
F,MYN,L*H,% (*) L*H %,%,102,253,-0.7896440129449831,0.6504854368932056,0.525080906148868,1.4401294498381887,-0.12540453074433755,26.003
F,MYN,L*H,% (*) L*H %,%,78,291,-0.817961165048546,1.115695792880257,0.9741100323624601,1.933656957928803,-0.14158576051779703,25.665
F,MYN,L*H,% L* L*H %,%,72,291,-0.8381877022653733,1.2127831715210375,1.1318770226537225,2.0509708737864107,-0.08090614886731506,25.481
F,MYN,L*H,% >H* L*H %,%,94,276,-1.0809061488673126,1.4352750809061496,1.1116504854368952,2.516181229773462,-0.3236245954692545,41.652
F,MYN,L*H,% L* L*H %,%,91,258,-1.0768608414239507,0.6666666666666651,0.4846278317152076,1.7435275080906156,-0.18203883495145745,31.405
F,MYN,L*H,% (*) L*H %,%,69,334,-1.0566343042071176,1.3260517799352773,1.03074433656958,2.382686084142395,-0.29530744336569725,19.896
F,MYN,L*H,% (*) L*H %,%,51,350,-0.8462783171521031,1.3786407766990296,1.0671521035598728,2.224919093851133,-0.31148867313915685,18.453
F,MYN,L*H,% (*) L*H %,%,57,357,-0.8948220064724932,1.2330097087378649,1.0186084142394825,2.127831715210358,-0.2144012944983824,15.801
F,MYN,L*H,% (*) L*H %,%,50,373,-0.7936893203883508,1.4150485436893223,1.0550161812297751,2.208737864077673,-0.3600323624595472,17.304
F,MYN,L*H,% (*) L*H %,%,66,342,-0.9110032362459528,1.3705501618123,1.2087378640776698,2.2815533980582527,-0.16181229773463013,18.629
M,MDC,L*H,%L H* L*H %,%,62,267,-1.224931506849316,0.7750684931506832,0.8271232876712304,1.9999999999999991,0.05205479452054729,44.664
M,MDC,L*H,% (*) L*H %,%,69,292,-0.8852054794520572,1.407945205479451,1.407945205479451,2.293150684931508,0,48.809
M,MDC,L*H,% (*) L*H %,%,46,280,-0.942739726027398,0.813424657534245,0.813424657534245,1.756164383561643,0,34.682
M,MDC,L*H,% (*) L*H %,%,59,285,-0.5263013698630155,1.1750684931506854,1.1750684931506854,1.7013698630137009,0,33.419
M,MDC,L*H,% (*) L*H %,%,23,300,-0.7290410958904113,1.3284931506849287,1.3284931506849287,2.05753424657534,0,36.809
M,MDC,L*H,% >H* L*H %,%,20,224,-1.0824657534246596,0.7257534246575346,0.7257534246575346,1.8082191780821941,0,47.866
