gender,mode,acc_phon,phr_phon,fin_phon,l_grand_mean_t,h_grand_mean_t,l_f0_z,h_f0_z,e_f0_z,f0_exc_z,e_f0_exc_z,lh_slope
M,MDC,L*H,% (*) L*H %,%,17,240,-0.9208219178082203,0.7284931506849293,0.7339726027397266,1.6493150684931495,0.005479452054797385,32.428
M,MDC,L*H,% (*) L*H %,%,13,259,-1.3975342465753422,0.18876712328766931,0.1750684931506838,1.5863013698630115,-0.013698630136985523,33.775
M,MDC,L*H,% (*) L*H %,%,30,237,-0.7756164383561652,0.7997260273972594,0.301095890410956,1.5753424657534247,-0.4986301369863034,36.93
M,MDC,L*H,% (*) L*H %,%,80,270,-1.3947945205479475,0.04630136986301286,-0.005753424657534464,1.4410958904109603,-0.05205479452054732,36.723
M,MDC,L*H,% H* L*H %,%,22,316,-0.6194520547945233,0.6956164383561648,0.6380821917808202,1.315068493150688,-0.05753424657534467,21.396
M,MDC,L*H,% H* L*H %,%,30,353,-0.7345205479452087,0.7887671232876687,0.7367123287671213,1.5232876712328776,-0.0520547945205474,26.783
M,MDC,L*H,% (*) L*H %,%,61,323,-0.6660273972602772,0.9805479452054777,0.8435616438356147,1.6465753424657548,-0.136986301369863,28.401
M,MDC,L*H,% H* L*H %,%,43,365,-0.7536986301369877,0.8572602739726002,0.8298630136986291,1.6109589041095878,-0.027397260273971047,19.675
M,MDC,L*H,% (*) L*H %,%,51,435,-0.7701369863013718,0.9230136986301369,0.9230136986301369,1.6931506849315088,0,24.627
M,MDQ,^[L*H],% L*H ^[L*H] %,%,51,264,-0.27698630136986574,2.2271232876712306,2.2271232876712306,2.5041095890410965,0,52.13
M,MDQ,^[L*H],% L*H ^[L*H] %,%,59,298,-0.36739726027397485,2.059999999999998,2.0517808219178058,2.4273972602739726,-0.00821917808219208,43.268
M,MDQ,^[L*H],% L*H ^[L*H] %,%,30,301,-0.40027397260273934,1.8106849315068478,1.8106849315068478,2.210958904109587,0,34.661
M,MDQ,^[L*H],% L*H ^[L*H] %,%,54,283,-0.32082191780822095,1.8408219178082177,1.8517808219178085,2.1616438356164385,0.010958904109590772,41.515
M,MDQ,^[L*H],% (*) ^[L*H] %,%,67,292,-0.26328767123287633,1.8408219178082177,1.8408219178082177,2.104109589041094,0,45.868
M,MDQ,^[L*H],% L*H ^[L*H] %,%,50,270,-0.4715068493150695,1.5558904109589047,1.353150684931505,2.027397260273974,-0.20273972602739976,48.728
M,MDQ,^[L*H],% L*H ^[L*H] %,%,72,219,-0.10164383561644091,1.4024657534246574,1.2654794520547945,1.5041095890410983,-0.1369863013698629,55.432
M,MDQ,L*^[H],% H* L*^[H] %,%,27,323,-1.0441095890410979,2.6846575342465733,2.5175342465753405,3.728767123287671,-0.16712328767123275,65.17
M,MDQ,L*^[H],% >H* L*^[H] %,%,18,326,-0.5153424657534247,2.8764383561643823,2.703835616438356,3.391780821917807,-0.17260273972602613,55.738
M,MDQ,L*^[H],% H* L*^[H] %,%,20,316,-0.1646575342465751,3.128493150684931,3.1339726027397243,3.293150684931506,0.005479452054793388,53.306
M,MDQ,L*^[H],% H* L*^[H] %,%,2,294,-0.3071232876712354,2.9010958904109585,2.3449315068493144,3.208219178082194,-0.5561643835616441,54.186
M,MDQ,^[L*H],% H* ^[L*H] %,%,26,301,-0.1482191780821948,2.4654794520547934,2.0435616438356137,2.6136986301369882,-0.4219178082191797,47.844
M,MWH,L*H,% ^[H*] !H* L*H %,%,55,260,-1.060547945205482,1.0435616438356157,1.06,2.104109589041098,0.016438356164384382,48.14
M,MWH,L*H,% H* !H* L*H %,%,85,288,-0.9564383561643834,0.9832876712328764,0.9887671232876698,1.9397260273972599,0.005479452054793388,41.878
M,MWH,L*H,% H* !H* L*H %,%,44,269,-1.033150684931507,1.0216438356164381,1.0216438356164381,2.0547945205479454,0,39.868
M,MWH,L*^[H],% H* !H* L*^[H] %,%,65,321,-0.7263013698630166,1.865479452054794,1.865479452054794,2.5917808219178107,0,44.94
M,MWH,L*H,% ^[H*] !H* L*H %,%,48,313,-1.0221917808219203,1.7202739726027387,1.7394520547945178,2.742465753424659,0.019178082191779078,43.751
M,MWH,L*H,% H* L*!H L*H %,%,66,266,-1.3235616438356173,0.9476712328767093,0.676438356164382,2.2712328767123267,-0.2712328767123273,55.727
M,MWH,L*H,% H* !H* L*H %,%,60,262,-1.3947945205479475,0.6517808219178057,0.35315068493150725,2.0465753424657533,-0.2986301369862985,52.331
M,MWH,L*H,% ^[H*] !H* L*H %,%,57,269,-1.4304109589041105,0.7832876712328752,0.602465753424657,2.2136986301369856,-0.1808219178082182,46.703
M,MWH,L*H,% H* !H* L*H %,%,65,252,-1.3509589041095922,0.6106849315068491,0.33945205479451784,1.9616438356164414,-0.27123287671233126,51.01
M,MWH,L*H,% H* !H* L*H %,%,68,268,-1.2413698630137002,0.7230136986301359,0.6709589041095886,1.964383561643836,-0.05205479452054729,50.28
M,MWH,L*H,% H* !H* L*H %,%,58,404,-1.0221917808219203,1.5147945205479443,1.479178082191781,2.536986301369865,-0.03561643835616324,34.617
M,MWH,L*H,% H* >H* L*H %,%,34,403,-1.2112328767123306,1.3421917808219181,1.3421917808219181,2.553424657534249,0,38.227
M,MWH,L*H,% H* !H* L*H %,%,55,405,-0.8961643835616441,1.517534246575343,1.517534246575343,2.413698630136987,0,40.498
M,MWH,L*H,% H* !H* L*H %,%,34,389,-1.0824657534246596,1.791506849315069,1.7969863013698624,2.8739726027397285,0.005479452054793388,39.62
M,MWH,L*H,% H* !H* L*H %,%,44,392,-1.2797260273972622,1.325753424657534,1.3284931506849287,2.605479452054796,0.0027397260273946955,39.986
M,MYN,^[L*H],% >H* ^[L*H] %,%,71,287,-0.02219178082191865,1.8408219178082177,1.8052054794520545,1.8630136986301364,-0.03561643835616324,39.838
M,MYN,^[L*H],% (*) ^[L*H] %,%,58,179,-0.1646575342465751,0.8873972602739699,0.8873972602739699,1.052054794520545,0,38.247
M,MYN,^[L*H],% L*H ^[L*H] %,%,48,315,-0.6002739726027404,1.5805479452054771,1.5805479452054771,2.1808219178082178,0,38.828
M,MYN,^[L*H],% (*) ^[L*H] %,%,42,290,-0.6249315068493168,1.4298630136986286,1.4298630136986286,2.0547945205479454,0,37.887
M,MYN,^[L*H],% L*H ^[L*H] %,%,28,318,-0.6906849315068495,1.4216438356164365,1.4216438356164365,2.112328767123286,0,33.812
M,MYN,^[L*H],% H* ^[L*H] %,%,35,239,-0.5372602739726023,1.553150684931506,1.0736986301369855,2.0904109589041084,-0.47945205479452047,48.036
M,MYN,^[L*H],% (*) ^[L*H] %,%,41,266,-0.5454794520547944,1.4134246575342444,0.977808219178079,1.9589041095890387,-0.43561643835616537,40.331
M,MYN,^[L*H],% (*) ^[L*H] %,%,71,254,-0.7673972602739731,1.3668493150684904,1.3668493150684904,2.1342465753424635,0,58.992
M,MYN,L*H,% (*) L*H %,%,29,233,-0.7536986301369877,1.1832876712328735,0.6682191780821899,1.9369863013698612,-0.5150684931506836,47.391
M,MYN,L*H,% (*) L*H %,%,27,271,-0.5619178082191786,1.2271232876712328,1.0572602739726014,1.7890410958904113,-0.16986301369863144,39.143
M,MYN,L*H,% >H* L*H %,%,16,361,-0.29890410958904334,1.6161643835616442,1.6161643835616442,1.9150684931506876,0,27.515
M,MYN,L*H,% >H* L*H %,%,32,381,-0.24958904109589078,1.7969863013698624,1.7969863013698624,2.0465753424657533,0,34.657
M,MYN,L*^[H],% (*) L*^[H] %,%,45,348,-0.3153424657534275,1.799726027397257,1.799726027397257,2.1150684931506847,0,38.511
M,MYN,L*H,% >H* L*H %,%,54,355,-0.16191780821918034,1.564109589041093,1.4216438356164365,1.7260273972602733,-0.1424657534246565,31.94
M,MYN,L*H,% (*) L*H %,%,69,375,-0.3016438356164381,1.59972602739726,1.59972602739726,1.9013698630136981,0,31.034
M,MDC,L*H,% H* L*H %,%,73,279,-1.6839690278176083,0.7880699741898494,0.7794665901921433,2.472039002007458,-0.008603383997706104,57.615
M,MDC,L*H,% H* L*H %,%,62,283,-1.2652710065959254,0.9658732434757656,0.928591912819042,2.231144250071691,-0.03728133065672368,50.222
M,MDC,L*H,% H* L*H %,%,51,279,-1.531975910524806,0.6963005448809857,0.7708632061944372,2.228276455405792,0.07456266131345146,41.735
M,MDC,L*H,% H* L*H %,%,58,264,-1.4545454545454553,0.4984227129337538,0.4869515342701484,1.952968167479209,-0.011471178663605364,42.092
M,MDC,L*H,% H* L*H %,%,75,260,-1.6151419558359634,0.35790077430456113,0.2833381129911097,1.9730427301405244,-0.0745626613134514,52.469
M,MDC,L*H,% H* L*H %,%,29,226,-1.3082879265844558,0.9400630914826514,0.7765987955262399,2.2483510180671074,-0.16346429595641154,49.715
M,MDC,L*H,% H* L*H %,%,51,248,-1.302552337252653,1.2641238887295674,1.1866934327502165,2.5666762259822207,-0.07743045597935083,61.02
M,MDC,L*H,% >H* L*H %,%,32,235,-1.357040435904789,1.0748494407800415,1.049039288786923,2.4318898766848305,-0.025810151993118424,48.082
M,MDC,L*H,% >H* L*H %,%,45,223,-1.1735015772870658,1.0977917981072562,1.0691138514482388,2.271293375394322,-0.02867794665901746,52.415
M,MDC,L*H,% >H* L*H %,%,56,191,-1.2021795239460835,1.1121307714367652,1.117866360768568,2.3143102953828487,0.005735589331802737,64.179
M,MDC,L*H,% H* L*H %,%,167,370,-1.2021795239460835,1.1637510754230016,1.103527387439059,2.365930599369085,-0.06022368798394262,32.352
M,MDC,L*H,% H* L*H %,%,35,355,-1.4344708918841398,1.2555205047318612,1.1408087180957869,2.689991396616001,-0.11471178663607429,36.976
M,MDC,L*H,% H* L*H %,%,40,340,-1.6380843131631784,1.2354459420705497,1.166618870088901,2.873530255233728,-0.06882707198164861,48.362
M,MDC,L*H,% H* L*H %,%,68,323,-1.5377114998566088,0.8683682248351035,0.7651276168626344,2.406079724691712,-0.10324060797246903,39.708
M,MDC,L*H,% H* L*H %,%,71,365,-1.4660166332090607,0.9257241181531427,0.8913105821623183,2.3917407513622035,-0.03441353599082442,36.93
M,MDQ,^[L*H],% >H* ^[L*H] %,%,21,264,-0.6200172067679931,2.118726699168341,1.9724691712073414,2.7387439059363343,-0.14625752796099967,51.459
M,MDQ,^[L*H],% >H* ^[L*H] %,%,5,266,-0.18124462288500287,2.325207915113279,2.196157155147692,2.506452537998282,-0.12905075996558724,44.656
M,MDQ,^[L*H],% >H* ^[L*H] %,%,13,278,-0.23573272153713873,2.2506452537998274,2.0412962431889863,2.486377975336966,-0.2093490106108411,44.562
M,MDQ,^[L*H],% >H* ^[L*H] %,%,19,255,-0.10668196157155144,2.1301978778319466,2.072841984513911,2.236879839403498,-0.05735589331803537,41.754
M,MDQ,^[L*H],% >H* ^[L*H] %,%,17,266,-0.24720390020074412,2.611987381703471,2.419845139088042,2.859191281904215,-0.19214224261542912,51.498
M,MDQ,^[L*H],% >H* ^[L*H] %,%,26,228,-0.6974476627473479,2.3624892457700026,2.0097505018640653,3.0599369085173507,-0.3527387439059373,68.205
M,MDQ,^[L*H],% >H* ^[L*H] %,%,16,239,-0.7433323774017776,1.975336965873245,1.9007743045597936,2.7186693432750224,-0.07456266131345135,58.011
M,MDQ,^[L*H],% >H* ^[L*H] %,%,29,238,-0.7748781187266987,1.9954115285345564,1.920848867221109,2.7702896472612553,-0.07456266131344735,62.06
M,MDQ,^[L*H],% >H* ^[L*H] %,%,9,198,-0.42500716948666456,2.3911671924290245,1.7545167765987941,2.816174361915689,-0.6366504158302304,59.195
M,MDQ,^[L*H],% >H* ^[L*H] %,%,15,216,-0.5597935187840545,2.0843131631775167,1.8864353312302846,2.644106681961571,-0.19787783194723207,60.252
M,MDQ,^[L*H],% >H* ^[L*H] %,%,8,292,-0.3762546601663314,3.102380269572698,2.71522798967594,3.4786349297390293,-0.38715227989675816,55.211
M,MDQ,^[L*H],% >H* ^[L*H] %,%,23,333,-0.5798680814453661,2.5202179523946073,2.1703470031545735,3.1000860338399736,-0.3498709492400338,43.688
M,MDQ,^[L*H],% >H* ^[L*H] %,%,30,338,-0.872383137367365,2.1875537711499855,2.0183538858617713,3.0599369085173507,-0.16919988528821417,44.823
M,MDQ,^[L*H],% >H* ^[L*H] %,%,22,319,0.4468024089475213,2.835675365643821,2.5460281043877258,2.3888729566963,-0.2896472612560954,38.671
M,MDQ,^[L*H],% >H* ^[L*H] %,%,24,350,-0.01491253226268784,2.629194149698883,2.474333237740178,2.644106681961571,-0.15486091195870522,36.239
M,MWH,L*H,% H* !H* L*H %,%,39,278,-1.2996845425867498,0.8024089475193581,0.8138801261829676,2.1020934901061077,0.011471178663609471,42.956
M,MWH,L*H,% H* !H* L*H %,%,34,261,-1.7126469744766257,0.6905649555491831,0.825351304846573,2.403211930025809,0.13478634929738997,50.523
M,MWH,L*H,% H* (*) L*H %,%,83,277,-1.4201319185546308,1.0088901634642962,1.0576426727846293,2.429022082018927,0.04875250932033315,62.905
M,MWH,L*H,% H* (*] L*H %,%,112,276,-1.4115285345569248,0.34356180097505234,0.30341267565242525,1.7550903355319771,-0.0401491253226271,51.829
M,MWH,L*H,% H* (*) L*H %,%,60,274,-1.4660166332090607,0.8454258675078886,0.8712360195010027,2.3114425007169492,0.025810151993114094,53.102
M,MWH,L*H,% H* L*!H L*H %,%,27,254,-1.7814740464582746,1.2727272727272734,1.252652710065958,3.054201319185548,-0.020074562661315465,61.768
M,MWH,L*H,% H* !H* L*H %,%,22,223,-1.8273587611127042,0.8913105821623183,1.0662460567823353,2.7186693432750224,0.17493547462001702,54.944
M,MWH,L*H,% H* !H* L*H %,%,15,248,-1.7040435904789197,0.9085173501577305,0.9085173501577305,2.61256094063665,0,50.3
M,MWH,L*H,% H* (*) L*H %,%,28,253,-1.8503011184399192,0.9830800114711779,0.8769716088328096,2.833381129911097,-0.1061084026383683,55.599
M,MWH,L*H,% H* (*) L*H %,%,31,261,-1.967880699741897,0.32635503297964014,0.4697447662747362,2.2942357327215372,0.14338973329509608,49.027
M,MWH,L*H,% H* (*) L*H %,%,30,329,-1.4545454545454553,1.9638657872096354,1.8606251792371664,3.4184112417550905,-0.10324060797246903,48.888
M,MWH,L*H,% H* * L*H %,%,51,348,-1.4545454545454553,0.9113851448236299,0.9257241181531427,2.365930599369085,0.014338973329512839,33.924
M,MWH,L*H,% H* * L*H %,%,49,329,-1.4975623745339817,0.9228563234872393,0.8655004301692001,2.420418698021221,-0.05735589331803925,38.658
M,MWH,L*H,% H* * L*H %,%,42,349,-1.4143963292228283,0.928591912819042,0.8798394034987088,2.34298824204187,-0.04875250932033315,35.722
M,MWH,L*H,% H* (*) L*H %,%,11,322,-1.7413249211356474,0.547175222254087,0.4611413822770301,2.2885001433897343,-0.08603383997705688,34.514
M,MYN,L*H,% >H* L*H %,%,27,256,-0.7433323774017776,1.332950960711212,1.2985374247203916,2.0762833381129897,-0.03441353599082042,41.043
M,MYN,^[L*H],% >H* ^[L*H] %,%,38,287,-0.20992256954402044,1.6799541152853468,1.548035560653856,1.889876684829367,-0.13191855463149071,35.579
M,MYN,L*H,% >H* L*H %,%,16,246,-0.8551763693719527,0.9371952968167481,0.9085173501577305,1.7923716661887008,-0.028677946659017572,35.743
M,MYN,^[L*H],% >H* ^[L*H] %,%,-5,266,-0.10381416690564806,1.3788356753656457,1.3358187553771153,1.4826498422712937,-0.04301691998853041,27.3
M,MYN,^[L*H],% >H* ^[L*H] %,%,30,264,-0.7806137080585013,1.2928018353885848,1.103527387439059,2.0734155434470862,-0.18927444794952586,39.986
M,MYN,^[L*H],% >H* ^[L*H] %,%,19,205,-0.4106681961571558,1.9609979925437362,1.8004014912532278,2.371666188700892,-0.1605965012905084,60.427
M,MYN,^[L*H],% >H* ^[L*H] %,%,15,211,-0.5856036707771728,1.8462862059076577,1.3817034700315451,2.4318898766848305,-0.46458273587611254,56.601
M,MYN,^[L*H],% >H* ^[L*H] %,%,15,198,-0.32463435618009895,2.285058789790652,1.9093776885574996,2.6096931459707506,-0.37568110123315224,61.035
M,MYN,^[L*H],% >H* ^[L*H] %,%,18,213,-0.4938342414683092,2.227702896472613,1.7889303125896183,2.721537137940922,-0.43877258388299456,55.634
M,MYN,^[L*H],% H* ^[L*H] %,%,23,224,-0.6572985374247208,1.5164898193289351,1.4620017206767992,2.173788356753656,-0.054488098652135886,46.981
M,MYN,^[L*H],% H* ^[L*H] %,%,16,354,-0.8264984227129352,2.2104961284772005,2.0642386005162052,3.0369945511901357,-0.14625752796099523,46.007
M,MYN,L*H,% >H* L*H %,%,54,372,-1.015772870662461,1.5308287926584478,1.3788356753656457,2.5466016633209088,-0.15199311729280218,37.852
M,MYN,L*H,% >H* L*H %,%,32,332,-0.562661313449958,2.144536851161459,1.8348150272440482,2.707198164611417,-0.3097218239174109,41.859
M,MYN,L*H,% >H* L*H %,%,39,351,-1.2394608546028112,0.7651276168626344,0.7593920275308277,2.0045884714654454,-0.005735589331806734,32.77
M,MYN,L*H,% >H* L*H %,%,21,318,-0.16690564955549,2.365357040435906,1.9696013765414382,2.5322626899913963,-0.3957556638944679,47.898
M,MDC,L*H,% >H* L*H %,%,53,283,-1.8292259632072185,0.6629642485248166,0.43040610898993725,2.4921902117320354,-0.23255813953487936,37.601
M,MDC,L*H,% H* L*H %,%,44,281,-1.8708781673030201,0.16660881638320166,-0.32974661575841824,2.0374869836862217,-0.4963554321416199,28.211
M,MDC,L*H,% H* L*H %,%,62,279,-1.4647691773689688,0.3366886497743835,0.06247830614370248,1.8014578271433523,-0.27421034363068103,26.27
M,MDC,L*H,% H* L*H %,%,42,270,-1.7216244359597341,-0.1388406803193306,-0.5310656022214513,1.5827837556404036,-0.39222492190212066,20.416
M,MDC,L*H,% H* L*H %,%,39,270,-1.742450538007635,-0.38181187087816537,-0.6317250954529654,1.3606386671294697,-0.24991322457480003,18.51
M,MDC,L*H,% (*) L*H L%,L%,27,177,-0.721971537660534,0.3262755987504331,-1.7007983339118333,1.0482471364109671,-2.027073932662266,24.089
M,MDC,NA,% H* >H* L%,L%,17,157,-0.6282540784449853,0.006942034015965297,-1.2495661228740003,0.6351961124609505,-1.2565081568899656,14.717
M,MDC,L*H,% H* L*H L%,L%,15,140,-0.5067684831655653,0.4963554321416199,-1.8014578271433523,1.0031239153071851,-2.2978132592849723,28.09
M,MDC,NA,% H* >H* L%,L%,6,132,-0.35404373481429924,0.2568552585907703,-1.947240541478653,0.6108989934050695,-2.2040958000694233,20.338
M,MDC,NA,% H* H* L%,L%,8,116,-0.46511627906976866,0.2568552585907703,-2.1693856299895873,0.7219715376605389,-2.4262408885803577,23.431
M,MDC,NA,% H* H* L%,L%,29,125,-0.23602915654286452,0.13189864630337025,-2.0583130857341176,0.3679278028462348,-2.190211732037488,13.455
M,MDC,L*H,% >H* L*H %,%,60,317,-1.4265879902811522,0.8781673030197853,0.30544949670253724,2.3047552933009374,-0.572717806317248,31.1
M,MDC,L*H,% H* L*H %,%,48,292,-1.2877473099618166,0.9371745921555026,0.15619576535925125,2.224921902117319,-0.7809788267962513,28.672
M,MDC,L*H,% H* L*H %,%,47,310,-1.4127039222492168,1.1037834085387044,0.2846233946546364,2.516487330787921,-0.819160013884068,35.745
M,MDC,L*H,% H* L*H %,%,83,361,-1.5098923984727506,0.43040610898993725,0.04165220409580165,1.9402985074626877,-0.3887539048941356,26.626
M,MDC,L*H,% H* L*H %,%,62,346,-1.2287400208260995,0.99618188129122,0.20826102047900333,2.2249219021173197,-0.7879208608122167,26.227
M,MDQ,^[L*H],% >H* ^[L*H L%],%,24,247,0.5275945852134662,3.7382853175980553,2.513016313779941,3.210690732384589,-1.2252690038181142,52.309
M,MDQ,^[L*H],% H* ^[L*H L%],%,21,232,0.7289135716765043,3.210690732384589,1.5515446025685522,2.4817771607080847,-1.6591461298160368,40.437
M,MDQ,^[L*H],% H* ^[L*H L%],%,29,257,1.1037834085387044,3.5820895522388088,1.9541825754946234,2.478306143700104,-1.6279069767441854,43.046
M,MDQ,^[L*H],% H* ^[L*H L%],%,13,228,0.944116626171468,3.321763276640058,1.0586601874349175,2.3776466504685905,-2.2631030892051407,40.269
M,MDQ,^[L*H],% H* ^[L*H L%],%,13,237,0.9128774730996216,2.8184658104824734,1.2565081568899705,1.9055883373828517,-1.5619576535925028,30.784
M,MDQ,^[L*H],% H* ^[L*H] %,%,32,222,-0.12495661228740002,2.5060742797639706,1.5723707046164532,2.6310308920513705,-0.9337035751475173,55.56
M,MDQ,^[L*H],% H* ^[L*H] %,%,24,215,-0.045123221103781835,2.5060742797639706,1.6626171468240218,2.5511975008677523,-0.8434571329399487,48.68
M,MDQ,^[L*H],% H* ^[L*H] %,%,16,222,-0.14925373134328102,2.266574106213121,1.6313779937521704,2.4158278375564017,-0.6351961124609504,44.885
M,MDQ,L*H,% (*) L*H %,%,35,222,-0.1284276292953802,2.554668517875738,0.923290524123567,2.683096147171118,-1.6313779937521709,53.809
M,MDQ,L*H,% (*) L*H %,%,39,207,0.2013189864630331,2.74210343630684,1.7042693509198183,2.540784449843807,-1.0378340853870218,55.93
M,MDQ,^[L*H],% H* ^[L*H] L%,L%,44,228,0.22214508851093392,1.5723707046164532,-1.5758417216244334,1.3502256161055193,-3.1482124262408866,26.229
M,MDQ,^[L*]H,% (*) ^[L*]H L%,L%,30,193,0.0728913571676529,1.2495661228740051,-1.794515793127387,1.1766747657063523,-3.0440819160013923,22.984
M,MDQ,^[L*]H,% H* ^[L*]H L%,L%,45,213,0.03471017007983635,1.3814647691773705,-1.4508851093370332,1.346754599097534,-2.8323498785144037,26.11
M,MDQ,NA,% H* >H* L%,L%,30,198,0.4130510239500166,1.266921207913921,-1.940298507462688,0.85387018396390435,-3.207219715376609,19.404
M,MDQ,^[L*]H,% H* ^[L*]H L%,L%,48,197,0.23255813953488433,0.8295730649080183,-2.134675459909751,0.5970149253731339,-2.9642485248177692,12.236
M,MWH,L*H,% H* >!H* L*H %,%,71,279,-2.1763276640055524,1.7493925720236052,1.5723707046164532,3.9257202360291577,-0.17702186740715198,67.031
M,MWH,L*H,% H* (*) L*H %,%,69,274,-1.891704269350921,1.62096494272822,1.5723707046164532,3.5126692120791407,-0.048594238111766774,55.665
M,MWH,L*H,% ^[H*] (*) L*H %,%,70,276,-1.5550156195765374,1.943769524470673,1.7875737591114218,3.4987851440472104,-0.15619576535925117,60.987
M,MWH,L*H,% ^[H*] !H* L*H %,%,62,268,-1.443943075321068,1.645262061784106,1.5098923984727557,3.089205137105174,-0.13536966331135036,50.463
M,MWH,L*H,% H* (*) L*H %,%,73,275,-1.520305449496701,1.5515446025685522,1.270392224921901,3.071850052065253,-0.28115237764665113,55.972
M,MWH,L*H,% H* (*) L*H %,%,39,262,-2.242276987157235,-0.43387712599791745,-0.46858729607774885,1.8083998611593175,-0.034710170079831404,34.03
M,MWH,L*H,%H (*) L*H %,%,49,189,-2.460951058660189,-0.7879208608122167,-0.8816383200277654,1.673030197847972,-0.09371745921554875,42.472
M,MWH,L*H,% >H* (*) L*H %,%,28,221,-1.8778202013189855,0.6803193335647373,0.15272474835126615,2.558139534883723,-0.5275945852134711,46.757
M,MWH,L*H,% >H* (*) L*H %,%,74,269,-1.9611246095105839,-0.024297119055881007,-0.2915654286706017,1.936827490454703,-0.2672683096147207,40.977
M,MWH,L*H,% H* (*) L*H %,%,86,235,-1.9368274904547027,-0.6629642485248166,-1.173203748698367,1.273863241929886,-0.5102395001735505,31.132
M,MWH,L*H,% H* (*) L*H L%,L%,64,271,-1.4578271433530035,0.6074279763970843,-0.43387712599791745,2.0652551197500877,-1.0413051023950017,33.055
M,MWH,L*H,% H* (*) L*H L%,L%,59,278,-1.2842762929538365,0.055536272127732246,-1.1836167997223175,1.3398125650815687,-1.2391530718500496,20.766
M,MWH,L*H,% H* (*) L*H %,%,41,274,-1.2148559527941687,0.31933356473446783,-1.166261714682402,1.5341895175286364,-1.4855952794168696,25.416
M,MWH,L*H,% H* (*) L*H L%,L%,48,293,-1.3536966331134994,0.013884068031935528,-0.8052759458521324,1.3675807011454348,-0.8191600138840679,18.311
M,MWH,L*H,% H* (*) L*H %,%,34,266,-1.2565081568899654,0.4581742450538034,-0.6108989934050646,1.7146824019437688,-1.069073238458868,26.089
M,MYN,^[L*H],% >H* ^[L*H] %,%,44,267,-0.38528288788615045,1.8986463033668863,1.5515446025685522,2.2839291912530366,-0.34710170079833413,33.395
M,MYN,^[L*H],% >H* ^[L*H] %,%,18,278,-0.31239153071849757,1.3814647691773705,1.069073238458868,1.693856299895868,-0.31239153071850256,23.267
M,MYN,^[L*H],% >H* ^[L*H] %,%,19,271,-0.46858729607774885,1.2877473099618217,0.8191600138840679,1.7563346060395706,-0.46858729607775385,24.465
M,MYN,^[L*H],% >H* ^[L*H] %,%,21,273,-0.5831308573411984,1.3398125650815689,1.0551891704269374,1.9229434224227673,-0.2846233946546315,27.327
M,MYN,^[L*H],% >H* ^[L*H] %,%,40,279,-0.5414786532454018,1.2009718847622382,1.093370357514754,1.74245053800764,-0.10760152724748417,24.704
M,MYN,^[L*H],% H* ^[L*H] %,%,20,256,0.24297119055883473,2.4297119055883374,1.9750086775425193,2.1867407150295026,-0.4547032280458181,39.687
M,MYN,^[L*H],% H* ^[L*H] %,%,32,195,0.2707393266227009,2.318639361332873,2.096494272821939,2.0479000347101723,-0.22214508851093395,46.083
M,MYN,^[L*H],% (*) ^[L*H] %,%,43,204,0.26379729260673557,2.322110378340853,1.5098923984727557,2.0583130857341176,-0.8122179798680975,44.978
M,MYN,^[L*H],% H* ^[L*H] %,%,30,213,0.27768136063866616,2.589378687955574,1.8847622353349556,2.3116973273169075,-0.7046164526206182,42.623
M,MYN,^[L*H],% (*) ^[L*H] %,%,33,222,0.04512322110378677,2.124262408885805,1.0794862894828183,2.0791391877820184,-1.0447761194029868,38.345
M,MYN,NA,% >H* >H* L%,L%,32,181,0.3019784796945521,0.923290524123567,-2.065255119750088,0.621312044429015,-2.988545643873655,12.967
M,MYN,^[L*]H,% >H* ^[L*]H L%,L%,39,195,0.16660881638320166,0.7844498438042364,-1.6869142658799028,0.6178410274210347,-2.4713641096841394,15.083
M,MYN,^[L*]H,% >H* ^[L*]H L%,L%,36,190,-0.05900728913571736,0.8573412009718845,-2.0721971537660533,0.9163484901076019,-2.9295383547379377,19.718
M,MYN,NA,% (*) >H* L%,L%,17,141,0.48941339812564966,1.2356820548420695,-2.040958000694202,0.7462686567164198,-3.276640055536271,21.659
M,MYN,^[L*]H,% H* ^[L*]H L%,L%,7,114,0.34015966678236864,0.9545296771954184,-2.367233599444635,0.6143700104130497,-3.3217632766400533,19.064
M,MDC,L*H,% H* !H* L*H %,%,15,206,-1.054479816212666,0.9901542500820465,-0.030521824745652616,2.0446340662947127,-1.020676074827699,35.98
M,MDC,L*H,% ^[H]* (*) L*H %,%,17,196,-0.7984903183459116,1.1772234985231385,0.4026911716442415,1.97571381686905,-0.774532326878897,37.087
M,MDC,L*H,% H* !H* L*H %,%,9,201,-1.1266819822776477,1.4430587463078455,0.471611421069904,2.569740728585493,-0.9714473252379414,41.965
M,MDC,L*H,% H* !H* L*H %,%,23,225,-1.280932064325568,1.085329832622252,0.24515917295700684,2.3662618969478197,-0.8401706596652452,39.407
M,MDC,L*H,% H* !H* L*H %,%,0,202,-0.9724319002297321,1.3249097472924207,0.3731539218903841,2.2973416475221526,-0.9517558254020366,39.136
M,MDC,L*H,% H* (*) L*H %,%,21,208,-1.3990810633409927,1.252707581227439,0.01214309156547625,2.6517886445684318,-1.2405644896619628,48.914
M,MDC,L*H,% H* (*) L*H %,%,16,201,-1.4811289793239268,0.842468001312769,-0.23400065638332584,2.3235969806366956,-1.076468657696095,47.496
