intercept,estimate,conf.low,conf.high,std.error,t.value,df,p.value,p.adj (BH),signif.
foot_syls1,3.55,3.2925130648693854,3.806779888307004,0.11,32.59,7.05,5.9387877659421945e-9,NA,NA
foot_syls2,3.54,3.279348152163488,3.809295052029166,0.12,30.49,8.57,4.814643193085999e-10,NA,NA
foot_syls3,3.42,3.1287326551762717,3.720123238804838,0.14,25.18,12.24,6.4212498373191344e-12,NA,NA
foot_syls4,2.78,2.4740178315662655,3.0933139344719436,0.14,19.41,13.05,5.2039060677246355e-11,NA,NA
