intercept,estimate,conf.low,conf.high,std.error,t.value,df,p.value,p.adj (BH),signif.
foot_syls1,4.66,2.9565896834511918,6.368228380781096,0.65,7.19,4.64,0.0011021984294300742,NA,NA
foot_syls2,5.11,3.4131524374771365,6.815693253859231,0.65,7.82,4.8,6.562339464570864e-4,NA,NA
foot_syls3,6.59,4.8904521249357975,8.295678055377188,0.69,9.55,5.81,9.094222548914191e-5,NA,NA
foot_syls4,5.72,3.980378749079823,7.451392488595464,0.74,7.77,7.08,1.0358648636387434e-4,NA,NA
