term,sumsq,meansq,NumDF,DenDF,F value,p.value,p.adj (BH),signif.
foot_syls,1715687.957,571895.986,3,766.766,670.127,9.7e-214,3.1e-212,p<.001
pre_syls,46809.275,15603.092,3,766.065,18.283,1.8e-11,7.2e-11,p<.001
fin_phon,886.521,886.521,1,769.521,1.039,0.308,0.379,
nuc_new_word,1780.813,1780.813,1,767.913,2.087,0.149,0.207,
gender,7497.452,7497.452,1,9,8.785,0.016,0.03,p<.05
