term,sumsq,meansq,NumDF,DenDF,F value,p.value,p.adj (BH),signif.
ana_syls,0.497,0.166,3,3.734,1.169,0.431,0.621,
foot_syls,0.732,0.244,3,3.71,1.721,0.308,0.528,
wrd_end_syl,0.01,0.005,2,10.288,0.035,0.966,0.966,
pn_new_word,0.056,0.056,1,4.012,0.393,0.565,0.753,
gender,1.087,1.087,1,9.303,7.675,0.021,0.063,
