intercept,estimate,conf.low,conf.high,std.error,z.value,p.value,p.adj (BH),signif.
foot_syls1,104.839,2.8048703509230326,3918.594515981706,193.691,2.518,0.011795502423067435,NA,NA
foot_syls2,483.441,8.10426656715171,28838.524421959297,1008.471,2.963,0.003046422659926621,NA,NA
foot_syls3,1462.489,23.299950731742513,91797.36613491987,3088.777,3.451,5.591181674465954e-4,NA,NA
foot_syls4,1354.135,16.966384644020646,108077.37642879586,3025.915,3.227,0.0012510555279468376,NA,NA
wrd_end_syl1,104.839,2.8048703509230326,3918.594515981706,193.691,2.518,0.011795502423067435,NA,NA
wrd_end_syl2,1746.649,34.79773695544553,87671.91742321261,3489.711,3.737,1.865514671907322e-4,NA,NA
wrd_end_syl3,1895.898,21.74849382844136,165272.56338048555,4321.86,3.311,9.300054749226707e-4,NA,NA
