term,sumsq,meansq,NumDF,DenDF,F value,p.value,p.adj (BH),signif.
foot_syls,92.158,30.719,3,13.774,26.133,6.0e-06,1.8e-05,_p_ < .05
fin_phon,11.459,11.459,1,623.162,9.748,0.002,0.004,_p_ < .05
