term,sumsq,meansq,NumDF,DenDF,F value,p.value,p.adj (BH),signif.
foot_syls,1212232.748,404077.583,3,765.878,586.855,5.9e-198,1.1e-196,_p_ < .05
pre_syls,56659.096,18886.365,3,763.691,27.429,7.5e-17,5.7e-16,_p_ < .05
fin_phon,41246.048,41246.048,1,768.383,59.903,3.1e-14,2.0e-13,_p_ < .05
nuc_new_word,8036.069,8036.069,1,766.455,11.671,6.7e-04,0.001,_p_ < .05
gender,12918.07,12918.07,1,9.006,18.761,0.002,0.004,_p_ < .05
