intercept,estimate,conf.low,conf.high,std.error,t.value,df,p.value,p.adj (BH),signif.
pre_syls0,83.02,79.78343616485745,86.25655795996684,1.455,57.066,10.11,5.021527360267648e-14,NA,NA
pre_syls1,83.182,79.94492419612097,86.41878243043861,1.455,57.164,10.12,4.817841420936474e-14,NA,NA
pre_syls2,82.809,79.56486337672824,86.05333598104723,1.462,56.636,10.32,3.291874464030594e-14,NA,NA
pre_syls3,82.89,79.6457123261946,86.1339999565088,1.462,56.694,10.32,3.2768067049278124e-14,NA,NA
foot_syls1,83.02,79.78343616485745,86.25655795996684,1.455,57.066,10.11,5.021527360267648e-14,NA,NA
foot_syls2,83.487,80.24274114773249,86.73187727345172,1.462,57.087,10.33,2.9690473661711725e-14,NA,NA
foot_syls3,83.465,80.22806096623061,86.70112426371911,1.455,57.373,10.11,4.766282576582041e-14,NA,NA
foot_syls4,83.611,80.36658447354664,86.85558464544094,1.462,57.174,10.33,2.935784943290104e-14,NA,NA
