intercept,estimate,conf.low,conf.high,std.error,t.value,df,p.value,p.adj (BH),signif.
foot_syls1,309.043,237.90042310561947,380.1848827412218,29.623,10.432,6.51,2.6701413153150513e-5,NA,NA
foot_syls2,319.718,214.61502437048952,424.8204277855531,42.265,7.565,5.63,3.748231985432794e-4,NA,NA
foot_syls3,426.256,355.1143725723061,497.3972906712385,29.622,14.39,6.5,3.567599780485237e-6,NA,NA
foot_syls4,567.917,472.8341827332026,662.9993985486119,38.475,14.761,5.76,8.461345808335457e-6,NA,NA
pre_syls0,309.043,237.90042310561947,380.1848827412218,29.623,10.432,6.51,2.6701413153150513e-5,NA,NA
pre_syls1,278.123,206.9782420344934,349.26748419985586,29.633,9.386,6.51,5.074844393308956e-5,NA,NA
pre_syls2,304.586,215.61423700781003,393.5580763256319,36.301,8.391,5.96,1.6170975417509692e-4,NA,NA
pre_syls3,268.502,179.52962783764477,357.47349876465,36.301,7.396,5.96,3.235603309116665e-4,NA,NA
