intercept,estimate,conf.low,conf.high,std.error,z.value,p.value,p.adj (BH),signif.
modeMDC,0.0022595138098527898,1.1357809162277834e-4,0.04495059376302785,0.003447452341216141,-3.9931883511551316,6.519074353027159e-5,NA,NA
modeMWH,0.002263590213072364,1.1359742225722394e-4,0.045105254599130284,0.0034555570766192506,-3.9898291544373263,6.612090392387204e-5,NA,NA
modeMYN,0.014585912542920692,0.0016759811791030685,0.12693987698811002,0.016101784422222244,-3.8296904159859646,1.2830457032452633e-4,NA,NA
modeMDQ,0.13172176135717628,0.01965072509140733,0.8829507478390102,0.1278650390719898,-2.0882046406099803,0.03677937889040495,NA,NA
