intercept,estimate,conf.low,conf.high,std.error,t.value,df,p.value,p.adj (BH),signif.
foot_syls1,3.94,2.5223688165860043,5.350791651532003,0.63,6.29,9.04,1.397433258622385e-4,NA,NA
foot_syls2,4.35,2.912704431177082,5.790518302863966,0.65,6.69,10.55,4.181523159220936e-5,NA,NA
foot_syls3,5.84,4.43080373881814,7.258664652206999,0.63,9.35,9.02,6.161477198819975e-6,NA,NA
foot_syls4,5.1,3.6933950766741397,6.497466435072104,0.61,8.31,8.44,2.4203401165775033e-5,NA,NA
pre_syls0,3.94,2.5223688165860043,5.350791651532003,0.63,6.29,9.04,1.397433258622385e-4,NA,NA
pre_syls1,4.53,3.119770934526805,5.949042240615642,0.63,7.24,9.07,4.672655257929811e-5,NA,NA
pre_syls2,4.72,3.3057330634020694,6.127080805659141,0.62,7.57,8.96,3.530615137870632e-5,NA,NA
pre_syls3,5.16,3.7502969503201835,6.564059417306346,0.62,8.33,8.75,1.901074755668315e-5,NA,NA
