term,sumsq,meansq,NumDF,DenDF,F value,p.value,p.adj (BH),signif.
foot_syls,5.099,1.7,3,110.105,1.527,0.21158418413329266,NA,NA
acc_phon,0.01,0.01,1,110.313,0.009,0.9244138451159409,NA,NA
