term,sumsq,meansq,NumDF,DenDF,F value,p.value,p.adj (BH),signif.
ana_syls,36.221,12.074,3,187.114,8.002,4.783856512210326e-5,NA,NA
acc_phon,12.229,6.114,2,188.002,4.053,0.01891855920772734,NA,NA
