term,sumsq,meansq,NumDF,DenDF,F value,p.value,p.adj (BH),signif.
foot_syls,71.436,23.812,3,180.082,21.134,8.927036132965186e-12,NA,NA
fin_phon,1.365,1.365,1,180.473,1.212,0.27248475908272085,NA,NA
