term,sumsq,meansq,NumDF,DenDF,F value,p.value,p.adj (BH),signif.
foot_syls,252.194,84.065,3,7.769,38.431,5.177886592584801e-5,NA,NA
pre_syls,1.923,0.641,3,5.758,0.293,0.8293990884017225,NA,NA
fin_phon,8.594,8.594,1,765.429,3.929,0.047818787159445084,NA,NA
