term,sumsq,meansq,NumDF,DenDF,F value,p.value,p.adj (BH),signif.
foot_syls,135.17,45.057,3,7.116,16.891,0.0012927412957078287,NA,NA
pre_syls,2.271,0.757,3,5.165,0.284,0.8356066239689861,NA,NA
fin_phon,605.917,605.917,1,765.468,227.149,3.844746802492385e-45,NA,NA
