term,sumsq,meansq,NumDF,DenDF,F value,p.value,p.adj (BH),signif.
acc_phon,642.862,642.862,1,114.392,1.252,0.26553557689559565,NA,NA
foot_syls,139.108,46.369,3,108.443,0.09,0.9652418426656968,NA,NA
gender,21552.291,21552.291,1,8.588,41.97,1.4088330760029288e-4,NA,NA
