term,sumsq,meansq,NumDF,DenDF,F value,p.value,p.adj (BH),signif.
foot_syls,1056388.426,352129.475,3,161.553,563.534,2.611919476211076e-85,NA,NA
fin_phon,10026.907,10026.907,1,179.038,16.047,9.049800027631464e-5,NA,NA
gender,14146.345,14146.345,1,8.944,22.639,0.0010503717957999642,NA,NA
