term,sumsq,meansq,NumDF,DenDF,F value,p.value,p.adj (BH),signif.
pre_syls,118036.207,39345.402,3,717.838,67.228,2.549444658277446e-38,NA,NA
foot_syls,1238.15,412.717,3,726.605,0.705,0.549093290991134,NA,NA
fin_phon,18.054,18.054,1,776.063,0.031,0.8606240163718083,NA,NA
gender,26990.667,26990.667,1,8.954,46.118,8.183122021035984e-5,NA,NA
