term,sumsq,meansq,NumDF,DenDF,F value,p.value,p.adj (BH),signif.
foot_syls,66.513,22.171,3,167.078,14.875,1.2529577182061243e-8,NA,NA
acc_phon,4.658,2.329,2,168.286,1.563,0.21258152901563693,NA,NA
