term,sumsq,meansq,NumDF,DenDF,F value,p.value,p.adj (BH),signif.
acc_phon,42997.735,21498.868,2,194.141,26.665,5.861198505012219e-11,NA,NA
ana_syls,96319.532,32106.511,3,188.873,39.822,5.467076178297493e-20,NA,NA
gender,15445.174,15445.174,1,9.19,19.157,0.0016926396332695034,NA,NA
