term,sumsq,meansq,NumDF,DenDF,F value,p.value,p.adj (BH),signif.
acc_phon,145924.508,72962.254,2,158.577,42.037,2.2495498336524726e-15,NA,NA
foot_syls,113285.803,37761.934,3,158.042,21.756,7.562086557129053e-12,NA,NA
gender,55014.04,55014.04,1,12.067,31.696,1.0846842826252263e-4,NA,NA
