term,sumsq,meansq,NumDF,DenDF,F value,p.value,p.adj (BH),signif.
acc_phon,8440.079,8440.079,1,407.156,11.98,5.946371094132652e-4,NA,NA
ana_syls,4123.574,1374.525,3,2.192,1.951,0.3425469585973145,NA,NA
foot_syls,19780.966,6593.655,3,401.027,9.359,5.418790873978765e-6,NA,NA
wrd_end_syl,1499.985,749.993,2,418.266,1.065,0.34581408120802426,NA,NA
gender,73194.778,73194.778,1,9.675,103.894,1.7362911693332215e-6,NA,NA
