term,sumsq,meansq,NumDF,DenDF,F value,p.value,p.adj (BH),signif.
acc_phon,145923.797,72961.899,2,158.577,42.037,2.2497779216056124e-15,NA,NA
foot_syls,113285.787,37761.929,3,158.041,21.756,7.561922385627704e-12,NA,NA
gender,55010.788,55010.788,1,12.065,31.694,1.085396817841073e-4,NA,NA
