term,sumsq,meansq,NumDF,DenDF,F value,p.value,p.adj (BH),signif.
foot_syls,636816.792,212272.264,3,6.483,267.436,3.61466400459284e-7,NA,NA
pre_syls,5448.478,1816.159,3,4.958,2.288,0.19684670252296713,NA,NA
fin_phon,453.484,453.484,1,766.543,0.571,0.4499623081343517,NA,NA
gender,7068.93,7068.93,1,8.993,8.906,0.015356291795289414,NA,NA
nuc_new_word,47.624,47.624,1,5.002,0.06,0.8162278645172031,NA,NA
