term,sumsq,meansq,NumDF,DenDF,F value,p.value,p.adj (BH),signif.
acc_phon,0.224,0.224,1,475.169,0.149,0.7,0.796,
ana_syls,56.692,18.897,3,475.021,12.561,6.5e-08,1.1e-06,p<0.001
foot_syls,0.611,0.204,3,475.038,0.135,0.939,0.939,
wrd_end_syl,3.11,1.555,2,475.063,1.034,0.356,0.57,
pn_new_word,12.587,12.587,1,475.027,8.366,0.004,0.022,p<0.05
