term,sumsq,meansq,NumDF,DenDF,F value,p.value,p.adj (BH),signif.
acc_phon,8440.079,8440.079,1,407.156,11.98,5.9e-04,0.002,p<0.01
ana_syls,4123.574,1374.525,3,2.192,1.951,0.343,0.479,
foot_syls,19780.966,6593.655,3,401.027,9.359,5.4e-06,2.4e-05,p<0.001
wrd_end_syl,1499.985,749.993,2,418.266,1.065,0.346,0.479,
gender,73194.778,73194.778,1,9.675,103.894,1.7e-06,1.0e-05,p<0.001
