intercept,estimate,conf.low,conf.high,std.error,t.value,df,p.value,p.adj (BH),signif.
modeMDC,-0.965,-2.496352504943566,0.567005522363569,0.707,-1.365,12.64,0.196,0.206,
modeMWH,-3.017,-4.9996628049622425,-1.0341635474015394,0.903,-3.34,11.24,0.006,0.007,p<0.01
modeMYN,2.391,0.8188894643242923,3.963881555799168,0.732,3.268,13.74,0.006,0.007,p<0.01
modeMDQ,5.428,2.95885607634681,7.897696413650136,1.131,4.801,11.74,4.6e-04,5.5e-04,p<0.001
