intercept,estimate,conf.low,conf.high,std.error,t.value,df,p.value,p.adj (BH),signif.
modeMDC,90.094,86.07636366085555,94.11204187836783,1.78,50.613,9.13,1.7e-12,3.8e-12,p<0.0001
modeMWH,90.501,86.48254260730518,94.51849892995084,1.78,50.837,9.14,1.6e-12,3.7e-12,p<0.0001
modeMYN,91.813,87.79672994760116,95.829644685119,1.779,51.621,9.1,1.5e-12,3.6e-12,p<0.0001
modeMDQ,94.607,90.59322401508402,98.620264099472,1.776,53.284,9.04,1.3e-12,3.2e-12,p<0.0001
