intercept,estimate,conf.low,conf.high,std.error,t.value,df,p.value,p.adj (BH),signif.
modeMDC,86.082,82.70475331121591,89.45885982445918,1.516,56.784,10.02,6.7e-14,2.1e-13,p<0.0001
modeMWH,86.553,83.5386688463663,89.56676201522993,1.353,63.969,10.02,2.0e-14,7.0e-14,p<0.0001
modeMYN,86.842,83.75099412082947,89.933069912578,1.388,62.584,10.02,2.5e-14,8.3e-14,p<0.0001
modeMDQ,88.319,84.78934264564589,91.84768832510856,1.584,55.751,10.01,8.1e-14,2.4e-13,p<0.0001
