intercept,estimate,conf.low,conf.high,std.error,t.value,df,p.value,p.adj (BH),signif.
modeMDC,84.262,80.63489809007318,87.88952162217736,1.657,50.838,11.54,6.2e-15,2.0e-14,p<0.0001
modeMWH,84.387,80.75915743658895,88.01398167064094,1.658,50.911,11.54,6.0e-15,2.0e-14,p<0.0001
modeMYN,85.884,82.2573150121997,89.50995345087755,1.657,51.843,11.52,5.2e-15,1.8e-14,p<0.0001
modeMDQ,86.745,83.12055951726524,90.36929903929764,1.655,52.414,11.47,5.1e-15,1.8e-14,p<0.0001
