intercept,slope,estimate,conf.low,conf.high,std.error,t.value,df,p.value,p.adj (BH),signif.
modeMDC,modeMWH,0.469,-0.22800809788462312,1.1669122372947531,0.313,1.499,10.06,0.165,0.218,
modeMDC,modeMYN,0.532,0.07381327398656984,0.9904305483657578,0.207,2.566,10.63,0.027,0.042,p<0.05
modeMDC,modeMDQ,1.611,0.7479552599497081,2.474531526348903,0.393,4.096,11.26,0.002,0.004,p<0.01
modeMWH,modeMYN,0.063,-0.4745267585809743,0.5998646935766553,0.243,0.258,10.59,0.801,0.879,
modeMWH,modeMDQ,1.142,-0.15311773384085692,2.436696221653639,0.585,1.951,10.56,0.078,0.11,
modeMYN,modeMDQ,1.079,-0.04860783586374317,2.206858393392487,0.507,2.127,10.17,0.059,0.087,
