term,sumsq,meansq,NumDF,DenDF,F value,p.value,p.adj (BH),signif.
acc_phon,382720.009,191360.004,2,381.45,147.396,3.7e-48,1.2e-46,p<.001
ana_syls,77283.109,25761.036,3,14.148,19.843,2.5e-05,1.3e-04,p<.001
foot_syls,48695.703,16231.901,3,28.445,12.503,2.2e-05,1.3e-04,p<.001
wrd_end_syl,1886.823,943.411,2,87.345,0.727,0.486,0.622,
pn_new_word,1056.021,1056.021,1,5.762,0.813,0.403,0.561,
gender,4673.959,4673.959,1,10.262,3.6,0.086,0.172,
