term,sumsq,meansq,NumDF,DenDF,F value,p.value,p.adj (BH),signif.
ana_syls,4302.78,1434.26,3,11.485,2.815,0.086,0.172,
foot_syls,2093.314,697.771,3,33.728,1.37,0.269,0.43,
wrd_end_syl,16059.641,8029.82,2,329.118,15.762,2.9e-07,3.1e-06,p<.001
pn_new_word,134.215,134.215,1,4.986,0.263,0.63,0.72,
gender,70608.23,70608.23,1,9.231,138.602,7.2e-07,5.8e-06,p<.001
