intercept,estimate,conf.low,conf.high,std.error,z.value,p.value,p.adj (BH),signif.
modeMDC,-3.51,-6.588478499102038,-0.4339399367518677,1.57,-2.24,0.025329014156849093,NA,NA
modeMWH,-3.93,-7.01518935185465,-0.8366813989776247,1.58,-2.49,0.012745838204219833,NA,NA
modeMYN,-2.91,-5.971521357441402,0.15863414711799173,1.56,-1.86,0.06309444289525698,NA,NA
modeMDQ,-1.2,-4.240191605888834,1.8400303629580312,1.55,-0.77,0.4391119307732886,NA,NA
