intercept,slope,estimate,conf.low,conf.high,std.error,z.value,p.value,p.adj (BH),signif.
modeMDC,modeMWH,-1.35,-4.711452522829071,2.0132234185646283,1.72,-0.79,0.4316204066257667,NA,NA
modeMDC,modeMYN,1.93,-0.03222522174333986,3.890026641119915,1,1.93,0.053885252008624485,NA,NA
modeMDC,modeMDQ,4.15,2.283495299005333,6.012331223116176,0.95,4.36,1.2977637281058277e-5,NA,NA
modeMWH,modeMYN,1.93,-0.03424092367504228,3.8892288157550072,1,1.93,0.05413510136100194,NA,NA
modeMWH,modeMDQ,4.15,2.281049857616274,6.0116733740725685,0.95,4.36,1.3200064912250819e-5,NA,NA
modeMYN,modeMDQ,2.26,1.1683981172135374,3.359671258272889,0.56,4.05,5.119799236835165e-5,NA,NA
intercept,genderM,-1.996,-2.0012013526763788,-1.9901643243940876,0.003,-708.79,0,NA,NA
