intercept,estimate,conf.low,conf.high,std.error,t.value,df,p.value,p.adj (BH),signif.
ana_syls0,-0.7157062448003281,-1.756509403398426,0.32509691379777006,0.4305402601515254,-1.6623445262666972,6.317203765316082,0.14501518948521086,NA,NA
ana_syls1,0.15531484517545102,-0.9070700601805456,1.2176997505314477,0.4679367073844317,0.3319142155861106,8.791536306818518,0.7477297952666404,NA,NA
ana_syls2,-0.520725090645875,-1.6648704520998177,0.6234202708080677,0.5373012659813846,-0.9691491973218542,15.165132777219767,0.3476745606178149,NA,NA
ana_syls3,-0.647529709024261,-1.7917816410698166,0.49672222302129476,0.5374873701052246,-1.2047347436228935,15.20987186029824,0.2467173629009214,NA,NA
foot_syls1,-0.7157062448003281,-1.756509403398426,0.32509691379777006,0.4305402601515254,-1.6623445262666972,6.317203765316082,0.14501518948521086,NA,NA
foot_syls2,-0.9709619519161022,-2.1153624390120584,0.17343853517985408,0.3890229480505454,-2.4958989097731736,3.495809587902313,0.07608567313976308,NA,NA
foot_syls3,-0.8804620926404724,-1.475919978936847,-0.28500420634409795,0.27876605179233066,-3.158426526399207,14.638071629231227,0.006657904506076258,NA,NA
foot_syls4,-0.7787241437931964,-1.402940322090551,-0.1545079654958419,0.3043970113517147,-2.558251608106039,27.33209981203028,0.01636815824808538,NA,NA
wrd_end_syl1,-0.7157062448003281,-1.756509403398426,0.32509691379777006,0.4305402601515254,-1.6623445262666972,6.317203765316082,0.14501518948521086,NA,NA
wrd_end_syl2,-0.9192967304172825,-1.9825209931771837,0.14392753234261857,0.4677400685972844,-1.965400854312484,8.724110059654507,0.08195204536475477,NA,NA
wrd_end_syl3,-1.0802585567599121,-2.1840447756584984,0.023527662138674188,0.5062281012354347,-2.1339363700347196,11.9211243601755,0.05432027857962246,NA,NA
