intercept,estimate,conf.low,conf.high,std.error,t.value,df,p.value,p.adj (BH),signif.
ana_syls0,223.64,-102.40100815670732,549.6843766707623,51.51,4.34,1.45,0.08459900099253112,NA,NA
ana_syls1,155.37,-176.9632385790774,487.69342830062294,51.31,3.03,1.43,0.13967532459826343,NA,NA
ana_syls2,192.52,-128.89486543342082,513.9402558637314,51.66,3.73,1.47,0.10248966603883357,NA,NA
ana_syls3,204.49,-116.74441807311294,525.7273653699395,51.67,3.96,1.47,0.09431239024909364,NA,NA
