intercept,estimate,conf.low,conf.high,std.error,t.value,df,p.value,p.adj (BH),signif.
acc_phonL*H,184.02546299537985,151.50693554594716,216.54399044481255,15.510963380861533,11.864218777180714,18.54735777860685,4.216000065348586e-10,NA,NA
acc_phon>H*,151.78928368789184,118.1365438049139,185.44202357086976,16.274689132433764,9.32670863650425,23.174472139660466,2.6105827962833166e-9,NA,NA
acc_phonH*,104.19368730600232,71.3690332305186,137.01834138148604,15.728764826228227,6.624403661516761,19.858200376254015,1.9547328205802685e-6,NA,NA
ana_syls0,184.02544387616948,151.50689369794688,216.54399405439207,15.510971829450773,11.864211082297196,18.54731657224154,4.2161592311147406e-10,NA,NA
ana_syls1,146.6796539013996,90.8085984678298,202.5507093349694,23.92205040171242,6.131566961789353,7.45726701725853,3.7072937658640185e-4,NA,NA
ana_syls2,184.81397764466843,128.28335454048215,241.3446007488547,24.923540435870567,7.4152377396061935,8.846320898626606,4.427463137114253e-5,NA,NA
ana_syls3,196.3120185789819,139.78352367687688,252.84051348108693,24.927449888185166,7.875335000554055,8.857406876465422,2.750685676925235e-5,NA,NA
foot_syls1,184.02547908977778,151.5069657958772,216.54399238367836,15.510958073023883,11.864223874721734,18.54738264925066,4.215901345800187e-10,NA,NA
foot_syls2,223.65265503071132,189.32085747014617,257.98445259127647,16.380891287530968,13.653265326347311,18.629586012817725,3.775489368083792e-11,NA,NA
foot_syls3,250.63989107130817,206.74536781652245,294.5344143260939,20.285500778851276,12.355617630727348,12.798155048213241,1.7461606696676368e-8,NA,NA
foot_syls4,252.85915123490437,213.38957519637407,292.32872727343465,18.666827586336222,13.545909183839715,16.527133208378626,2.2621356987256587e-10,NA,NA
wrd_end_syl1,184.0254816684041,151.5069895592576,216.5439737775506,15.510950049974868,11.864230177744803,18.547418501085676,4.215765167762904e-10,NA,NA
wrd_end_syl2,190.34024121433202,157.3658926958106,223.31458973285345,15.795797661384482,12.050055672696491,19.767222769202952,1.4660183624231231e-10,NA,NA
wrd_end_syl3,200.4038452688031,170.38248581108425,230.42520472652197,14.685563139418903,13.646316683006882,29.314477503397317,3.1238202520725376e-14,NA,NA
