intercept,estimate,conf.low,conf.high,std.error,z.value,p.value,p.adj (BH),signif.
foot_syls1,-3.506,-6.243226062399624,-0.7678373278103212,1.397,-2.51,0.012084322746792435,NA,NA
foot_syls2,-3.086,-5.743988265922637,-0.4288639359232862,1.356,-2.276,0.02283086807016384,NA,NA
foot_syls3,-4.69,-7.5725183692393845,-1.8071994810268488,1.471,-3.189,0.0014291095155335148,NA,NA
foot_syls4,-6.773,-10.106130467771365,-3.4401749340088834,1.701,-3.983,6.806064767571815e-5,NA,NA
