intercept,slope,estimate,conf.low,conf.high,std.error,z.value,p.value,p.adj (BH),signif.
foot_syls1,foot_syls2,0.587,-0.662417999034389,1.8368538121877904,0.638,0.921,0.3570457147732675,NA,NA
foot_syls1,foot_syls3,-1.089,-2.4506624240857917,0.2727571251253422,0.695,-1.567,0.11702738721192944,NA,NA
foot_syls1,foot_syls4,-4.693,-7.966813891204675,-1.4186920117361388,1.67,-2.809,0.004965843196803278,NA,NA
foot_syls2,foot_syls3,-1.44,-2.7995979941552553,-0.08024576060836108,0.694,-2.076,0.03792747105230251,NA,NA
foot_syls2,foot_syls4,-4.949,-8.128976484499574,-1.7698065018462161,1.622,-3.051,0.002281486101359276,NA,NA
foot_syls3,foot_syls4,-3.856,-7.414763602514602,-0.2973931969820356,1.816,-2.124,0.03369065230369758,NA,NA
intercept,genderM,3.732,0.11738156134378297,7.346114079674012,1.844,2.024,0.04300962232861449,NA,NA
