intercept,estimate,conf.low,conf.high,std.error,z.value,p.value,p.adj (BH),signif.
foot_syls1,0.447,-1.2509541015909726,2.1457278619015954,0.867,0.516,0.605641309366342,NA,NA
foot_syls2,1.447,-0.37360484443959296,3.2680724310989264,0.929,1.558,0.11927758193751586,NA,NA
foot_syls3,2.614,0.7141861487032513,4.514211325361484,0.969,2.697,0.007003349215860377,NA,NA
foot_syls4,4.116,2.02539908367075,6.206479940023357,1.067,3.859,1.1391931597098022e-4,NA,NA
