intercept,slope,estimate,conf.low,conf.high,std.error,z.value,p.value,p.adj (BH),signif.
modeMDC,modeMWH,-4.244,-6.379396033385099,-2.108967204157732,1.089,-3.896,9.8e-05,2.0e-04,p<0.001
modeMDC,modeMYN,2.066,1.4787150886317413,2.653857252454606,0.3,6.893,5.5e-12,3.7e-11,p<0.0001
modeMDC,modeMDQ,3.573,2.879198804420153,4.267068105053332,0.354,10.092,6.0e-24,2.1e-22,p<0.0001
modeMWH,modeMYN,6.31,4.160686497519075,8.460185615571197,1.097,5.753,8.8e-09,3.4e-08,p<0.0001
modeMWH,modeMDQ,7.817,5.629030090525275,10.0055505764408,1.116,7.002,2.5e-12,3.7e-11,p<0.0001
modeMYN,modeMDQ,1.507,0.9087896855817016,2.1049032363426488,0.305,4.938,7.9e-07,2.8e-06,p<0.0001
intercept,genderM,-0.063,-1.662071263307202,1.536571046159697,0.816,-0.077,0.939,0.947,
