intercept,slope,estimate,conf.low,conf.high,std.error,z.value,p.value,p.adj (BH),signif.
modeMDC,modeMWH,-0.415,-1.207779984662202,0.3782223034344424,0.405,-1.025,0.305,0.356,
modeMDC,modeMYN,0.649,-0.08579209554789369,1.3833752477188848,0.375,1.731,0.083,0.117,
modeMDC,modeMDQ,2.014,1.2552080687179707,2.772050657993982,0.387,5.204,2.0e-07,8.2e-07,p<0.0001
modeMWH,modeMYN,1.064,0.28924890325841723,1.837892122446184,0.395,2.692,0.007,0.011,p<0.05
modeMWH,modeMDQ,2.428,1.6240388664442111,3.232773075689779,0.41,5.917,3.3e-09,2.0e-08,p<0.0001
modeMYN,modeMDQ,1.365,0.6458690424854248,2.083811887630828,0.367,3.721,2.0e-04,4.4e-04,p<0.001
intercept,genderM,-0.235,-3.857102837430136,3.387791912533002,1.848,-0.127,0.899,0.947,
