intercept,slope,estimate,conf.low,conf.high,std.error,z.value,p.value,p.adj (BH),signif.
modeMDC,modeMWH,-4.244,-6.379395926546328,-2.1089671957256892,1.089,-3.896,9.8e-05,2.3e-04,p<0.001
modeMDC,modeMYN,2.066,1.4787150933868094,2.653857257581862,0.3,6.893,5.5e-12,4.5e-11,p<0.0001
modeMDC,modeMDQ,3.573,2.8791988122262944,4.267068114096347,0.354,10.092,6.0e-24,2.5e-22,p<0.0001
modeMWH,modeMYN,6.31,4.160686528177218,8.460185970183026,1.097,5.753,8.8e-09,4.6e-08,p<0.0001
modeMWH,modeMDQ,7.817,5.62903009162771,10.005550894868476,1.116,7.002,2.5e-12,4.5e-11,p<0.0001
modeMYN,modeMDQ,1.507,0.9087901829837656,2.104903861080977,0.305,4.938,7.9e-07,3.0e-06,p<0.0001
intercept,genderM,-0.063,-1.6620713085422925,1.5365710353165014,0.816,-0.077,0.939,0.947,
