intercept,slope,estimate,conf.low,conf.high,std.error,z.value,p.value
modeMDC,modeMWH,0.018,0.0023065458082088953,0.14063639923558222,0.019,-3.831,1.2781473823534706e-4
modeMDC,modeMYN,2.166,1.2525498058154259,3.744643696161445,0.605,2.766,0.005675360200406988
modeMDC,modeMDQ,2.191,1.258067201343774,3.815862484963376,0.62,2.771,0.0055883487134735415
modeMWH,modeMYN,120.247,15.469925370778974,934.6747768043449,125.811,4.578,4.700289061391717e-6
modeMWH,modeMDQ,121.652,15.625477175467426,947.1244511723701,127.381,4.585,4.534745480736885e-6
modeMYN,modeMDQ,1.012,0.5974898952458619,1.7130106400227822,0.272,0.043,0.9655136856833404
