intercept,estimate,conf.low,conf.high,std.error,z.value,p.value,p.adj (BH),signif.
modeMDC,0.23,0.11320312030093033,0.4686029863198643,0.083,-4.052,5.1e-05,1.1e-04,p<0.001
modeMWH,0.031,0.01127506793001756,0.08275479503142519,0.016,-6.86,6.9e-12,1.4e-10,p<0.0001
modeMYN,1.375,0.698054310589622,2.707946419682818,0.475,0.921,0.357,0.397,
modeMDQ,5.823,2.7732597191916293,12.226781994395283,2.204,4.655,3.2e-06,9.3e-06,p<0.0001
